Country,Year,Subject Area,Number of Documents
United Kingdom,2021,PHAR,5
United Kingdom,2021,PHYS,73
United Kingdom,2021,PSYC,9
United Kingdom,2021,SOCI,5
United Kingdom,2021,VETE,3
United States,2021,AGRI,31
United States,2021,ARTS,2
United States,2021,BIOC,30
United States,2021,BUSI,6
United States,2021,CENG,17
United States,2021,CHEM,14
United States,2021,COMP,7
United States,2021,DENT,1
United States,2021,EART,4
United States,2021,ECON,10
United States,2021,ENER,11
United States,2021,ENGI,23
United States,2021,ENVI,19
United States,2021,HEAL,5
United States,2021,IMMU,17
United States,2021,MATE,10
United States,2021,MATH,7
United States,2021,MEDI,209
United States,2021,MULT,34
United States,2021,NEUR,10
United States,2021,NURS,5
United States,2021,PHAR,8
United States,2021,PHYS,83
United States,2021,PSYC,7
United States,2021,SOCI,16
United States,2021,VETE,5
Uruguay,2021,BIOC,1
Uruguay,2021,MEDI,4
Uzbekistan,2021,ENGI,5
Uzbekistan,2021,PHYS,28
Venezuela,2021,DENT,1
Viet Nam,2021,AGRI,9
Viet Nam,2021,BIOC,5
Viet Nam,2021,CENG,13
Viet Nam,2021,CHEM,9
Viet Nam,2021,COMP,3
Viet Nam,2021,DENT,1
Viet Nam,2021,EART,3
Viet Nam,2021,ENER,6
Viet Nam,2021,ENGI,15
Viet Nam,2021,ENVI,11
Viet Nam,2021,MATE,2
Viet Nam,2021,MATH,2
Viet Nam,2021,MEDI,27
Viet Nam,2021,MULT,2
Viet Nam,2021,NURS,1
Viet Nam,2021,PHAR,1
Viet Nam,2021,PHYS,1
Viet Nam,2021,PSYC,1
Viet Nam,2021,VETE,2
Yemen,2021,MEDI,1
Zimbabwe,2021,MEDI,5
