Country,Year,Subject Area,Number of Documents,Total Documents,Percentage
Bulgaria,2020,ENGI,14,128,10.9375
Bulgaria,2020,MEDI,10,128,7.8125
Bulgaria,2020,MULT,1,128,0.78125
Bulgaria,2020,NEUR,13,128,10.15625
Bulgaria,2020,PHAR,5,128,3.90625
Bulgaria,2020,PHYS,76,128,59.375
Bulgaria,2020,PSYC,4,128,3.125
Burkina Faso,2020,MEDI,1,1,100.0
Burundi,2020,MEDI,1,1,100.0
Cambodia,2020,AGRI,6,21,28.57142857142857
Cambodia,2020,CENG,1,21,4.761904761904762
Cambodia,2020,ENVI,1,21,4.761904761904762
Cambodia,2020,MATE,2,21,9.523809523809524
Cambodia,2020,MEDI,7,21,33.33333333333333
Cambodia,2020,NURS,2,21,9.523809523809524
Cambodia,2020,SOCI,2,21,9.523809523809524
Cameroon,2020,MEDI,1,1,100.0
Canada,2020,AGRI,5,85,5.88235294117647
Canada,2020,BIOC,2,85,2.3529411764705883
Canada,2020,BUSI,3,85,3.5294117647058822
Canada,2020,CENG,2,85,2.3529411764705883
Canada,2020,COMP,1,85,1.1764705882352942
Canada,2020,DENT,1,85,1.1764705882352942
Canada,2020,EART,1,85,1.1764705882352942
Canada,2020,ENER,3,85,3.5294117647058822
Canada,2020,ENGI,3,85,3.5294117647058822
Canada,2020,ENVI,1,85,1.1764705882352942
Canada,2020,IMMU,2,85,2.3529411764705883
Canada,2020,MEDI,39,85,45.88235294117647
Canada,2020,MULT,1,85,1.1764705882352942
Canada,2020,NEUR,5,85,5.88235294117647
Canada,2020,PHAR,2,85,2.3529411764705883
Canada,2020,PHYS,4,85,4.705882352941177
Canada,2020,PSYC,8,85,9.411764705882353
Canada,2020,SOCI,2,85,2.3529411764705883
Central African Republic,2020,MEDI,1,1,100.0
Chad,2020,MEDI,1,1,100.0
Chile,2020,BIOC,1,23,4.3478260869565215
Chile,2020,COMP,1,23,4.3478260869565215
Chile,2020,DENT,1,23,4.3478260869565215
Chile,2020,ENER,1,23,4.3478260869565215
Chile,2020,ENVI,1,23,4.3478260869565215
Chile,2020,MATE,2,23,8.695652173913043
Chile,2020,MEDI,4,23,17.391304347826086
Chile,2020,MULT,1,23,4.3478260869565215
Chile,2020,PHYS,8,23,34.78260869565217
Chile,2020,PSYC,3,23,13.043478260869565
China,2020,AGRI,10,328,3.048780487804878
China,2020,BIOC,7,328,2.1341463414634148
China,2020,BUSI,4,328,1.2195121951219512
China,2020,CENG,15,328,4.573170731707317
China,2020,CHEM,18,328,5.487804878048781
China,2020,COMP,7,328,2.1341463414634148
China,2020,DENT,1,328,0.3048780487804878
China,2020,EART,6,328,1.8292682926829267
China,2020,ECON,5,328,1.524390243902439
China,2020,ENER,28,328,8.536585365853659
China,2020,ENGI,31,328,9.451219512195122
China,2020,ENVI,9,328,2.7439024390243905
China,2020,HEAL,1,328,0.3048780487804878
China,2020,IMMU,3,328,0.9146341463414633
China,2020,MATE,16,328,4.878048780487805
China,2020,MEDI,59,328,17.98780487804878
China,2020,MULT,3,328,0.9146341463414633
China,2020,NEUR,1,328,0.3048780487804878
China,2020,PHAR,2,328,0.6097560975609756
China,2020,PHYS,91,328,27.743902439024392
China,2020,PSYC,6,328,1.8292682926829267
China,2020,SOCI,5,328,1.524390243902439
Colombia,2020,COMP,1,101,0.9900990099009901
Colombia,2020,ENGI,14,101,13.861386138613863
Colombia,2020,MEDI,6,101,5.9405940594059405
Colombia,2020,MULT,1,101,0.9900990099009901
Colombia,2020,PHYS,76,101,75.24752475247524
Colombia,2020,PSYC,3,101,2.9702970297029703
Costa Rica,2020,MEDI,2,3,66.66666666666666
Costa Rica,2020,PHYS,1,3,33.33333333333333
Cote d'Ivoire,2020,MEDI,1,2,50.0
Cote d'Ivoire,2020,PHAR,1,2,50.0
Croatia,2020,CHEM,1,100,1.0
Croatia,2020,COMP,1,100,1.0
Croatia,2020,DENT,1,100,1.0
Croatia,2020,EART,2,100,2.0
Croatia,2020,ENGI,14,100,14.000000000000002
Croatia,2020,MEDI,2,100,2.0
Croatia,2020,MULT,1,100,1.0
Croatia,2020,PHYS,76,100,76.0
Croatia,2020,PSYC,2,100,2.0
Cuba,2020,MEDI,1,1,100.0
Cyprus,2020,COMP,1,95,1.0526315789473684
Cyprus,2020,ENGI,14,95,14.736842105263156
Cyprus,2020,MEDI,2,95,2.1052631578947367
Cyprus,2020,MULT,1,95,1.0526315789473684
Cyprus,2020,PHYS,76,95,80.0
Cyprus,2020,PSYC,1,95,1.0526315789473684
Czech Republic,2020,AGRI,1,106,0.9433962264150944
Czech Republic,2020,BIOC,2,106,1.8867924528301887
Czech Republic,2020,COMP,1,106,0.9433962264150944
Czech Republic,2020,ENGI,14,106,13.20754716981132
Czech Republic,2020,IMMU,2,106,1.8867924528301887
Czech Republic,2020,MATE,1,106,0.9433962264150944
Czech Republic,2020,MEDI,4,106,3.7735849056603774
Czech Republic,2020,MULT,1,106,0.9433962264150944
Czech Republic,2020,PHYS,76,106,71.69811320754717
Czech Republic,2020,PSYC,3,106,2.8301886792452833
Czech Republic,2020,VETE,1,106,0.9433962264150944
Democratic Republic Congo,2020,MEDI,2,4,50.0
Democratic Republic Congo,2020,PHAR,1,4,25.0
Democratic Republic Congo,2020,PSYC,1,4,25.0
Denmark,2020,AGRI,2,30,6.666666666666667
Denmark,2020,BIOC,2,30,6.666666666666667
Denmark,2020,BUSI,1,30,3.3333333333333335
Denmark,2020,COMP,2,30,6.666666666666667
Denmark,2020,DENT,2,30,6.666666666666667
Denmark,2020,EART,1,30,3.3333333333333335
Denmark,2020,HEAL,1,30,3.3333333333333335
Denmark,2020,MATE,1,30,3.3333333333333335
Denmark,2020,MEDI,7,30,23.333333333333332
Denmark,2020,MULT,2,30,6.666666666666667
Denmark,2020,PHYS,7,30,23.333333333333332
Denmark,2020,PSYC,1,30,3.3333333333333335
Denmark,2020,VETE,1,30,3.3333333333333335
Dominican Republic,2020,MEDI,2,2,100.0
Ecuador,2020,COMP,1,93,1.0752688172043012
Ecuador,2020,ENGI,14,93,15.053763440860216
Ecuador,2020,MEDI,2,93,2.1505376344086025
Ecuador,2020,PHYS,76,93,81.72043010752688
Egypt,2020,AGRI,2,104,1.9230769230769231
Egypt,2020,BIOC,1,104,0.9615384615384616
Egypt,2020,CHEM,1,104,0.9615384615384616
Egypt,2020,COMP,1,104,0.9615384615384616
Egypt,2020,ENER,1,104,0.9615384615384616
Egypt,2020,ENGI,14,104,13.461538461538462
Egypt,2020,IMMU,1,104,0.9615384615384616
Egypt,2020,MEDI,5,104,4.807692307692308
Egypt,2020,MULT,1,104,0.9615384615384616
Egypt,2020,PHAR,1,104,0.9615384615384616
Egypt,2020,PHYS,76,104,73.07692307692307
El Salvador,2020,MEDI,2,2,100.0
Eritrea,2020,ENVI,1,1,100.0
Estonia,2020,COMP,1,95,1.0526315789473684
Estonia,2020,ENGI,14,95,14.736842105263156
Estonia,2020,MEDI,3,95,3.1578947368421053
Estonia,2020,MULT,1,95,1.0526315789473684
Estonia,2020,PHYS,76,95,80.0
Ethiopia,2020,AGRI,1,7,14.285714285714285
Ethiopia,2020,MEDI,6,7,85.71428571428571
Finland,2020,AGRI,1,102,0.9803921568627451
Finland,2020,BIOC,1,102,0.9803921568627451
Finland,2020,COMP,3,102,2.941176470588235
Finland,2020,ENER,1,102,0.9803921568627451
Finland,2020,ENGI,14,102,13.725490196078432
Finland,2020,ENVI,1,102,0.9803921568627451
Finland,2020,MEDI,4,102,3.9215686274509802
Finland,2020,PHYS,76,102,74.50980392156863
Finland,2020,SOCI,1,102,0.9803921568627451
France,2020,AGRI,6,174,3.4482758620689653
France,2020,ARTS,1,174,0.5747126436781609
France,2020,BIOC,4,174,2.2988505747126435
France,2020,BUSI,1,174,0.5747126436781609
France,2020,CENG,3,174,1.7241379310344827
France,2020,CHEM,1,174,0.5747126436781609
France,2020,COMP,2,174,1.1494252873563218
France,2020,EART,2,174,1.1494252873563218
France,2020,ENGI,17,174,9.770114942528735
France,2020,ENVI,3,174,1.7241379310344827
France,2020,IMMU,2,174,1.1494252873563218
France,2020,MATE,3,174,1.7241379310344827
France,2020,MATH,2,174,1.1494252873563218
France,2020,MEDI,23,174,13.218390804597702
France,2020,MULT,6,174,3.4482758620689653
France,2020,NEUR,3,174,1.7241379310344827
France,2020,PHAR,2,174,1.1494252873563218
France,2020,PHYS,87,174,50.0
France,2020,PSYC,3,174,1.7241379310344827
France,2020,SOCI,1,174,0.5747126436781609
France,2020,VETE,2,174,1.1494252873563218
French Guiana,2020,MEDI,1,1,100.0
Gabon,2020,MEDI,1,1,100.0
Georgia,2020,COMP,1,95,1.0526315789473684
Georgia,2020,ENGI,14,95,14.736842105263156
Georgia,2020,MEDI,2,95,2.1052631578947367
Georgia,2020,MULT,1,95,1.0526315789473684
Georgia,2020,PHYS,76,95,80.0
Georgia,2020,PSYC,1,95,1.0526315789473684
Germany,2020,AGRI,7,179,3.910614525139665
Germany,2020,ARTS,1,179,0.5586592178770949
Germany,2020,BIOC,6,179,3.35195530726257
Germany,2020,CENG,5,179,2.793296089385475
Germany,2020,CHEM,7,179,3.910614525139665
Germany,2020,COMP,1,179,0.5586592178770949
Germany,2020,DENT,1,179,0.5586592178770949
Germany,2020,EART,4,179,2.2346368715083798
Germany,2020,ECON,2,179,1.1173184357541899
Germany,2020,ENER,2,179,1.1173184357541899
Germany,2020,ENGI,16,179,8.938547486033519
Germany,2020,ENVI,1,179,0.5586592178770949
Germany,2020,IMMU,1,179,0.5586592178770949
Germany,2020,MATE,3,179,1.675977653631285
Germany,2020,MEDI,22,179,12.290502793296088
Germany,2020,MULT,3,179,1.675977653631285
Germany,2020,NEUR,3,179,1.675977653631285
Germany,2020,PHYS,88,179,49.162011173184354
Germany,2020,PSYC,4,179,2.2346368715083798
Germany,2020,SOCI,1,179,0.5586592178770949
Germany,2020,VETE,1,179,0.5586592178770949
Ghana,2020,BIOC,1,8,12.5
Ghana,2020,DENT,1,8,12.5
Ghana,2020,MATE,2,8,25.0
Ghana,2020,MEDI,4,8,50.0
Greece,2020,BIOC,1,104,0.9615384615384616
Greece,2020,CENG,1,104,0.9615384615384616
Greece,2020,CHEM,1,104,0.9615384615384616
Greece,2020,COMP,2,104,1.9230769230769231
Greece,2020,ENGI,14,104,13.461538461538462
Greece,2020,MEDI,3,104,2.8846153846153846
Greece,2020,MULT,1,104,0.9615384615384616
Greece,2020,PHYS,79,104,75.96153846153845
Greece,2020,PSYC,2,104,1.9230769230769231
Guatemala,2020,MEDI,2,2,100.0
Haiti,2020,MEDI,1,1,100.0
Honduras,2020,MEDI,3,3,100.0
Hong Kong,2020,BIOC,3,48,6.25
Hong Kong,2020,BUSI,1,48,2.083333333333333
Hong Kong,2020,DENT,1,48,2.083333333333333
Hong Kong,2020,EART,1,48,2.083333333333333
Hong Kong,2020,ENGI,3,48,6.25
Hong Kong,2020,ENVI,3,48,6.25
Hong Kong,2020,HEAL,1,48,2.083333333333333
Hong Kong,2020,MEDI,28,48,58.333333333333336
Hong Kong,2020,MULT,1,48,2.083333333333333
Hong Kong,2020,PHYS,1,48,2.083333333333333
Hong Kong,2020,PSYC,3,48,6.25
Hong Kong,2020,SOCI,1,48,2.083333333333333
Hong Kong,2020,VETE,1,48,2.083333333333333
Hungary,2020,AGRI,2,106,1.8867924528301887
Hungary,2020,COMP,1,106,0.9433962264150944
Hungary,2020,EART,1,106,0.9433962264150944
Hungary,2020,ENER,1,106,0.9433962264150944
Hungary,2020,ENGI,15,106,14.150943396226415
Hungary,2020,MATE,3,106,2.8301886792452833
Hungary,2020,MEDI,3,106,2.8301886792452833
Hungary,2020,MULT,1,106,0.9433962264150944
Hungary,2020,PHYS,76,106,71.69811320754717
Hungary,2020,PSYC,3,106,2.8301886792452833
Iceland,2020,AGRI,2,7,28.57142857142857
Iceland,2020,PHAR,5,7,71.42857142857143
India,2020,AGRI,5,208,2.403846153846154
India,2020,BIOC,5,208,2.403846153846154
India,2020,CENG,5,208,2.403846153846154
India,2020,CHEM,2,208,0.9615384615384616
India,2020,COMP,8,208,3.8461538461538463
India,2020,DENT,1,208,0.4807692307692308
India,2020,EART,3,208,1.4423076923076923
India,2020,ENER,2,208,0.9615384615384616
India,2020,ENGI,19,208,9.134615384615383
India,2020,ENVI,11,208,5.288461538461538
India,2020,HEAL,1,208,0.4807692307692308
India,2020,IMMU,4,208,1.9230769230769231
India,2020,MATE,5,208,2.403846153846154
India,2020,MATH,1,208,0.4807692307692308
India,2020,MEDI,51,208,24.519230769230766
India,2020,MULT,3,208,1.4423076923076923
India,2020,NEUR,1,208,0.4807692307692308
India,2020,PHYS,79,208,37.980769230769226
India,2020,PSYC,2,208,0.9615384615384616
Indonesia,2020,AGRI,5,75,6.666666666666667
Indonesia,2020,BIOC,3,75,4.0
Indonesia,2020,BUSI,4,75,5.333333333333334
Indonesia,2020,CENG,2,75,2.666666666666667
Indonesia,2020,CHEM,2,75,2.666666666666667
Indonesia,2020,COMP,3,75,4.0
Indonesia,2020,EART,3,75,4.0
Indonesia,2020,ENER,1,75,1.3333333333333335
Indonesia,2020,ENGI,2,75,2.666666666666667
Indonesia,2020,IMMU,1,75,1.3333333333333335
Indonesia,2020,MATE,3,75,4.0
Indonesia,2020,MEDI,30,75,40.0
Indonesia,2020,MULT,5,75,6.666666666666667
Indonesia,2020,NURS,3,75,4.0
Indonesia,2020,PHYS,4,75,5.333333333333334
Indonesia,2020,PSYC,2,75,2.666666666666667
Indonesia,2020,SOCI,1,75,1.3333333333333335
Indonesia,2020,VETE,1,75,1.3333333333333335
Iran,2020,AGRI,2,131,1.5267175572519083
Iran,2020,CHEM,1,131,0.7633587786259541
Iran,2020,COMP,3,131,2.2900763358778624
Iran,2020,DENT,1,131,0.7633587786259541
Iran,2020,ENER,14,131,10.687022900763358
Iran,2020,ENGI,18,131,13.740458015267176
Iran,2020,ENVI,1,131,0.7633587786259541
Iran,2020,HEAL,1,131,0.7633587786259541
Iran,2020,IMMU,2,131,1.5267175572519083
Iran,2020,MATE,1,131,0.7633587786259541
Iran,2020,MEDI,4,131,3.0534351145038165
Iran,2020,NEUR,1,131,0.7633587786259541
Iran,2020,NURS,1,131,0.7633587786259541
Iran,2020,PHAR,2,131,1.5267175572519083
Iran,2020,PHYS,76,131,58.01526717557252
Iran,2020,PSYC,1,131,0.7633587786259541
Iran,2020,SOCI,2,131,1.5267175572519083
Iraq,2020,AGRI,1,16,6.25
Iraq,2020,BIOC,2,16,12.5
Iraq,2020,ENER,2,16,12.5
Iraq,2020,MEDI,6,16,37.5
Iraq,2020,MULT,1,16,6.25
Iraq,2020,NEUR,3,16,18.75
Iraq,2020,PHAR,1,16,6.25
Ireland,2020,AGRI,1,108,0.9259259259259258
Ireland,2020,COMP,2,108,1.8518518518518516
Ireland,2020,EART,1,108,0.9259259259259258
Ireland,2020,ENGI,14,108,12.962962962962962
Ireland,2020,MATH,1,108,0.9259259259259258
Ireland,2020,MEDI,10,108,9.25925925925926
Ireland,2020,MULT,1,108,0.9259259259259258
Ireland,2020,PHYS,76,108,70.37037037037037
Ireland,2020,PSYC,2,108,1.8518518518518516
Israel,2020,CENG,1,17,5.88235294117647
Israel,2020,EART,1,17,5.88235294117647
Israel,2020,HEAL,1,17,5.88235294117647
Israel,2020,MATE,1,17,5.88235294117647
Israel,2020,MEDI,6,17,35.294117647058826
Israel,2020,MULT,1,17,5.88235294117647
Israel,2020,PHYS,1,17,5.88235294117647
Israel,2020,PSYC,4,17,23.52941176470588
Israel,2020,SOCI,1,17,5.88235294117647
Italy,2020,AGRI,2,150,1.3333333333333335
Italy,2020,BIOC,1,150,0.6666666666666667
Italy,2020,CHEM,1,150,0.6666666666666667
Italy,2020,COMP,2,150,1.3333333333333335
Italy,2020,DENT,1,150,0.6666666666666667
Italy,2020,EART,1,150,0.6666666666666667
Italy,2020,ENER,1,150,0.6666666666666667
Italy,2020,ENGI,15,150,10.0
Italy,2020,MATE,4,150,2.666666666666667
Italy,2020,MATH,1,150,0.6666666666666667
Italy,2020,MEDI,22,150,14.666666666666666
Italy,2020,MULT,1,150,0.6666666666666667
Italy,2020,NEUR,3,150,2.0
Italy,2020,PHAR,4,150,2.666666666666667
Italy,2020,PHYS,87,150,57.99999999999999
Italy,2020,PSYC,4,150,2.666666666666667
Jamaica,2020,MEDI,1,1,100.0
Japan,2020,AGRI,15,286,5.244755244755245
Japan,2020,ARTS,1,286,0.34965034965034963
Japan,2020,BIOC,17,286,5.944055944055944
Japan,2020,BUSI,4,286,1.3986013986013985
Japan,2020,CENG,19,286,6.643356643356643
Japan,2020,CHEM,25,286,8.741258741258742
Japan,2020,COMP,15,286,5.244755244755245
Japan,2020,DENT,1,286,0.34965034965034963
Japan,2020,EART,10,286,3.4965034965034967
Japan,2020,ENER,8,286,2.797202797202797
Japan,2020,ENGI,22,286,7.6923076923076925
Japan,2020,ENVI,8,286,2.797202797202797
Japan,2020,HEAL,2,286,0.6993006993006993
Japan,2020,IMMU,13,286,4.545454545454546
Japan,2020,MATE,19,286,6.643356643356643
Japan,2020,MATH,3,286,1.048951048951049
Japan,2020,MEDI,58,286,20.27972027972028
Japan,2020,MULT,10,286,3.4965034965034967
Japan,2020,NEUR,3,286,1.048951048951049
Japan,2020,PHAR,5,286,1.7482517482517483
Japan,2020,PHYS,20,286,6.993006993006993
Japan,2020,PSYC,5,286,1.7482517482517483
Japan,2020,SOCI,3,286,1.048951048951049
Jordan,2020,MEDI,3,5,60.0
Jordan,2020,MULT,1,5,20.0
Jordan,2020,PSYC,1,5,20.0
Kazakhstan,2020,ENGI,2,6,33.33333333333333
Kazakhstan,2020,MEDI,1,6,16.666666666666664
Kazakhstan,2020,NEUR,1,6,16.666666666666664
Kazakhstan,2020,PHYS,2,6,33.33333333333333
Kenya,2020,AGRI,1,6,16.666666666666664
Kenya,2020,MEDI,3,6,50.0
Kenya,2020,MULT,1,6,16.666666666666664
Kenya,2020,PHAR,1,6,16.666666666666664
Kuwait,2020,PHYS,1,1,100.0
Kyrgyzstan,2020,AGRI,1,2,50.0
Kyrgyzstan,2020,MEDI,1,2,50.0
Laos,2020,AGRI,1,9,11.11111111111111
Laos,2020,ENGI,1,9,11.11111111111111
Laos,2020,MEDI,1,9,11.11111111111111
Laos,2020,MULT,1,9,11.11111111111111
Laos,2020,NEUR,1,9,11.11111111111111
Laos,2020,NURS,1,9,11.11111111111111
Laos,2020,SOCI,2,9,22.22222222222222
Laos,2020,VETE,1,9,11.11111111111111
Latvia,2020,COMP,1,89,1.1235955056179776
Latvia,2020,ENGI,12,89,13.48314606741573
Latvia,2020,MEDI,1,89,1.1235955056179776
Latvia,2020,MULT,1,89,1.1235955056179776
Latvia,2020,PHYS,72,89,80.89887640449437
Latvia,2020,PSYC,2,89,2.247191011235955
Lebanon,2020,MEDI,5,5,100.0
Libya,2020,MEDI,2,2,100.0
Lithuania,2020,COMP,1,98,1.0204081632653061
Lithuania,2020,ENER,1,98,1.0204081632653061
Lithuania,2020,ENGI,14,98,14.285714285714285
Lithuania,2020,MEDI,2,98,2.0408163265306123
Lithuania,2020,MULT,1,98,1.0204081632653061
Lithuania,2020,PHYS,76,98,77.55102040816327
Lithuania,2020,PSYC,3,98,3.061224489795918
Macao,2020,PSYC,1,1,100.0
Madagascar,2020,MEDI,1,1,100.0
Malawi,2020,MEDI,2,2,100.0
Malaysia,2020,AGRI,9,203,4.433497536945813
Malaysia,2020,BIOC,6,203,2.955665024630542
Malaysia,2020,BUSI,2,203,0.9852216748768473
Malaysia,2020,CENG,7,203,3.4482758620689653
Malaysia,2020,CHEM,10,203,4.926108374384237
Malaysia,2020,COMP,3,203,1.477832512315271
Malaysia,2020,EART,2,203,0.9852216748768473
Malaysia,2020,ECON,1,203,0.49261083743842365
Malaysia,2020,ENER,4,203,1.9704433497536946
Malaysia,2020,ENGI,18,203,8.866995073891626
Malaysia,2020,ENVI,8,203,3.9408866995073892
Malaysia,2020,HEAL,1,203,0.49261083743842365
Malaysia,2020,IMMU,1,203,0.49261083743842365
Malaysia,2020,MATE,8,203,3.9408866995073892
Malaysia,2020,MATH,1,203,0.49261083743842365
Malaysia,2020,MEDI,32,203,15.763546798029557
Malaysia,2020,MULT,6,203,2.955665024630542
Malaysia,2020,NEUR,1,203,0.49261083743842365
Malaysia,2020,PHAR,1,203,0.49261083743842365
Malaysia,2020,PHYS,79,203,38.91625615763547
Malaysia,2020,PSYC,2,203,0.9852216748768473
Malaysia,2020,SOCI,1,203,0.49261083743842365
Mali,2020,MEDI,1,1,100.0
Malta,2020,MEDI,2,2,100.0
Mauritania,2020,MEDI,2,2,100.0
Mauritius,2020,AGRI,1,1,100.0
Mexico,2020,AGRI,2,110,1.8181818181818181
Mexico,2020,CHEM,1,110,0.9090909090909091
Mexico,2020,COMP,1,110,0.9090909090909091
Mexico,2020,ENER,1,110,0.9090909090909091
Mexico,2020,ENGI,14,110,12.727272727272727
Mexico,2020,MEDI,9,110,8.181818181818182
Mexico,2020,MULT,1,110,0.9090909090909091
Mexico,2020,PHYS,79,110,71.81818181818181
Mexico,2020,PSYC,2,110,1.8181818181818181
Mongolia,2020,MEDI,2,2,100.0
Montenegro,2020,COMP,1,82,1.2195121951219512
Montenegro,2020,ENGI,11,82,13.414634146341465
Montenegro,2020,PHYS,70,82,85.36585365853658
Morocco,2020,DENT,1,3,33.33333333333333
Morocco,2020,MEDI,1,3,33.33333333333333
Morocco,2020,PHYS,1,3,33.33333333333333
Mozambique,2020,MEDI,2,2,100.0
Myanmar,2020,BIOC,1,16,6.25
Myanmar,2020,CHEM,1,16,6.25
Myanmar,2020,ECON,1,16,6.25
Myanmar,2020,IMMU,4,16,25.0
Myanmar,2020,MEDI,5,16,31.25
Myanmar,2020,MULT,1,16,6.25
Myanmar,2020,NEUR,1,16,6.25
Myanmar,2020,PHAR,2,16,12.5
Nepal,2020,AGRI,1,6,16.666666666666664
Nepal,2020,BIOC,1,6,16.666666666666664
Nepal,2020,DENT,1,6,16.666666666666664
Nepal,2020,MEDI,2,6,33.33333333333333
Nepal,2020,PSYC,1,6,16.666666666666664
Netherlands,2020,AGRI,1,47,2.127659574468085
Netherlands,2020,BIOC,5,47,10.638297872340425
Netherlands,2020,DENT,1,47,2.127659574468085
Netherlands,2020,EART,1,47,2.127659574468085
Netherlands,2020,ENER,1,47,2.127659574468085
Netherlands,2020,ENGI,1,47,2.127659574468085
Netherlands,2020,ENVI,1,47,2.127659574468085
Netherlands,2020,MATE,1,47,2.127659574468085
Netherlands,2020,MEDI,19,47,40.42553191489361
Netherlands,2020,MULT,1,47,2.127659574468085
Netherlands,2020,NEUR,2,47,4.25531914893617
