,Country,Subject Area,Year2018,Year2019,Year2020,Year2021,Year2022,Year2023,Year2024
53,Australia,ENGI,,1.5625,0.4504504504504504,6.028368794326241,3.088803088803089,5.88235294117647,2.631578947368421
54,Australia,ENVI,1.6129032258064515,1.5625,1.8018018018018016,2.4822695035460995,2.702702702702702,2.3529411764705883,1.5789473684210529
55,Australia,HEAL,1.6129032258064515,0.5208333333333333,,,,,7.894736842105263
56,Australia,IMMU,2.1505376344086025,3.125,3.153153153153153,2.127659574468085,1.5444015444015444,1.7647058823529411,0.5263157894736842
57,Australia,MATE,,1.5625,1.351351351351351,,1.5444015444015444,0.5882352941176471,2.1052631578947367
58,Australia,MATH,0.5376344086021506,,0.9009009009009008,1.0638297872340423,0.7722007722007722,1.1764705882352942,2.1052631578947367
59,Australia,MEDI,19.892473118279568,28.64583333333333,33.33333333333333,29.07801418439716,29.72972972972973,32.35294117647059,9.473684210526317
60,Australia,MULT,1.0752688172043012,1.0416666666666663,1.8018018018018016,3.900709219858156,6.94980694980695,6.470588235294119,2.1052631578947367
61,Australia,NEUR,11.29032258064516,8.333333333333332,8.108108108108109,2.4822695035460995,3.474903474903475,5.294117647058823,1.0526315789473684
62,Australia,NURS,1.0752688172043012,1.0416666666666663,,0.3546099290780142,,1.1764705882352942,4.736842105263158
63,Australia,PHAR,6.451612903225806,2.083333333333333,3.153153153153153,2.8368794326241136,2.702702702702702,1.1764705882352942,0.5263157894736842
64,Australia,PHYS,36.02150537634409,29.6875,22.07207207207207,21.27659574468085,16.602316602316602,5.88235294117647,1.0526315789473684
65,Australia,PSYC,0.5376344086021506,1.5625,4.504504504504505,5.673758865248227,4.633204633204633,4.117647058823529,1.5789473684210529
66,Australia,SOCI,0.5376344086021506,3.125,0.4504504504504504,2.8368794326241136,2.702702702702702,6.470588235294119,15.789473684210526
67,Australia,VETE,,0.5208333333333333,0.4504504504504504,0.3546099290780142,0.7722007722007722,0.5882352941176471,4.736842105263158
68,Austria,AGRI,,1.5037593984962403,,1.8018018018018016,2.083333333333333,3.0303030303030303,
69,Austria,BIOC,0.5780346820809248,0.7518796992481203,4.918032786885246,5.405405405405405,3.125,1.5151515151515151,16.666666666666664
70,Austria,CENG,1.1560693641618496,,0.819672131147541,1.8018018018018016,,1.5151515151515151,6.666666666666667
71,Austria,CHEM,2.312138728323699,2.255639097744361,4.098360655737705,4.504504504504505,5.208333333333334,6.0606060606060606,
72,Austria,COMP,,,0.819672131147541,,,,6.666666666666667
73,Austria,DENT,,,0.819672131147541,0.9009009009009008,,,
74,Austria,EART,2.312138728323699,0.7518796992481203,1.639344262295082,1.8018018018018016,,,6.666666666666667
75,Austria,ENER,1.1560693641618496,,,,,,3.333333333333333
76,Austria,ENGI,10.982658959537572,15.789473684210526,13.114754098360656,12.612612612612612,8.333333333333332,7.575757575757576,3.333333333333333
77,Austria,ENVI,0.5780346820809248,0.7518796992481203,,0.9009009009009008,,,3.333333333333333
78,Austria,HEAL,,,,,,,3.333333333333333
79,Austria,IMMU,,,,0.9009009009009008,,,
80,Austria,MATE,0.5780346820809248,0.7518796992481203,,0.9009009009009008,2.083333333333333,4.545454545454546,3.333333333333333
81,Austria,MATH,0.5780346820809248,,,,2.083333333333333,,
82,Austria,MEDI,2.312138728323699,3.007518796992481,5.737704918032787,8.108108108108109,5.208333333333334,18.181818181818183,
83,Austria,MULT,0.5780346820809248,1.5037593984962403,1.639344262295082,,4.166666666666666,6.0606060606060606,
84,Austria,NEUR,0.5780346820809248,,,1.8018018018018016,3.125,6.0606060606060606,6.666666666666667
85,Austria,NURS,,,,,,,13.333333333333334
86,Austria,PHAR,0.5780346820809248,1.5037593984962403,0.819672131147541,,1.0416666666666663,,10.0
87,Austria,PHYS,73.41040462427746,71.42857142857143,63.114754098360656,53.15315315315316,57.29166666666666,37.87878787878788,10.0
88,Austria,PSYC,,,2.459016393442623,4.504504504504505,5.208333333333334,3.0303030303030303,6.666666666666667
89,Austria,SOCI,2.312138728323699,,,,1.0416666666666663,4.545454545454546,
90,Austria,VETE,,,,0.9009009009009008,,,
91,Azerbaijan,MEDI,,,50.0,,75.0,,
92,Azerbaijan,MULT,,,,,25.0,,
93,Azerbaijan,PHYS,100.0,100.0,50.0,,,,
94,Bahrain,BUSI,,50.0,,,,,
95,Bahrain,ECON,,,,,,,100.0
96,Bahrain,IMMU,,,,50.0,,,
97,Bahrain,MEDI,50.0,50.0,,50.0,75.0,66.66666666666666,
98,Bahrain,MULT,,,100.0,,25.0,,
99,Bahrain,NEUR,50.0,,,,,,
100,Bahrain,PSYC,,,,,,33.33333333333333,
101,Bangladesh,AGRI,,,,,15.384615384615383,11.11111111111111,
102,Bangladesh,BIOC,,,,14.285714285714285,10.256410256410255,5.555555555555555,
103,Bangladesh,BUSI,,,,,,,12.5
104,Bangladesh,CENG,,,,,2.564102564102564,,
105,Bangladesh,COMP,,,6.666666666666667,7.142857142857142,2.564102564102564,5.555555555555555,12.5
106,Bangladesh,DECI,,,,,,,4.166666666666666
107,Bangladesh,EART,,,,,,5.555555555555555,
108,Bangladesh,ECON,,,,,,5.555555555555555,
109,Bangladesh,ENER,,,,,,5.555555555555555,
110,Bangladesh,ENGI,,,,,2.564102564102564,,
111,Bangladesh,ENVI,,16.666666666666664,6.666666666666667,,10.256410256410255,5.555555555555555,
112,Bangladesh,HEAL,,,,,,,4.166666666666666
113,Bangladesh,IMMU,,8.333333333333332,6.666666666666667,,7.6923076923076925,,8.333333333333332
114,Bangladesh,MEDI,75.0,58.333333333333336,80.0,64.28571428571429,23.07692307692308,44.44444444444444,4.166666666666666
115,Bangladesh,MULT,,,,7.142857142857142,12.82051282051282,,25.0
116,Bangladesh,NEUR,25.0,8.333333333333332,,,2.564102564102564,,
117,Bangladesh,PHAR,,,,,2.564102564102564,,4.166666666666666
118,Bangladesh,PHYS,,,,,,,4.166666666666666
119,Bangladesh,PSYC,,8.333333333333332,,7.142857142857142,7.6923076923076925,11.11111111111111,8.333333333333332
120,Bangladesh,SOCI,,,,,,,12.5
121,Belarus,BIOC,,,,1.36986301369863,1.4925373134328357,,
122,Belarus,CHEM,,,,,1.4925373134328357,,
123,Belarus,COMP,,,1.0869565217391304,,,,
124,Belarus,ECON,,,,,,,100.0
125,Belarus,ENGI,13.013698630136986,18.103448275862068,15.217391304347828,19.17808219178082,11.940298507462686,16.666666666666664,
126,Belarus,MEDI,,,1.0869565217391304,,,33.33333333333333,
127,Belarus,PHYS,86.98630136986301,81.89655172413794,82.6086956521739,79.45205479452055,82.08955223880598,33.33333333333333,
128,Belarus,PSYC,,,,,2.985074626865672,16.666666666666664,
129,Belgium,AGRI,0.5494505494505495,1.3157894736842104,2.142857142857143,0.8130081300813009,2.912621359223301,5.172413793103448,
130,Belgium,ARTS,,,,0.8130081300813009,,,
131,Belgium,BIOC,2.7472527472527477,1.3157894736842104,4.285714285714286,5.691056910569105,2.912621359223301,,
132,Belgium,CENG,,1.3157894736842104,,,,1.7241379310344829,
133,Belgium,CHEM,,0.6578947368421052,0.7142857142857143,,0.9708737864077668,,5.88235294117647
134,Belgium,COMP,,,0.7142857142857143,,,,
135,Belgium,DECI,,,,,,,11.76470588235294
136,Belgium,DENT,1.6483516483516485,,0.7142857142857143,0.8130081300813009,,,5.88235294117647
137,Belgium,EART,0.5494505494505495,,1.4285714285714286,0.8130081300813009,,,
138,Belgium,ECON,0.5494505494505495,,,,,,
139,Belgium,ENER,0.5494505494505495,,,,,,
140,Belgium,ENGI,10.43956043956044,13.815789473684212,10.0,13.821138211382117,9.70873786407767,8.620689655172415,
141,Belgium,ENVI,,0.6578947368421052,,2.4390243902439024,,1.7241379310344829,
142,Belgium,HEAL,0.5494505494505495,,0.7142857142857143,,0.9708737864077668,,5.88235294117647
143,Belgium,IMMU,,0.6578947368421052,,0.8130081300813009,0.9708737864077668,1.7241379310344829,
144,Belgium,MATE,,,2.857142857142857,,,,
145,Belgium,MATH,,,0.7142857142857143,0.8130081300813009,0.9708737864077668,1.7241379310344829,5.88235294117647
146,Belgium,MEDI,8.791208791208792,10.526315789473683,14.285714285714285,13.008130081300814,9.70873786407767,25.86206896551724,
147,Belgium,MULT,0.5494505494505495,2.631578947368421,2.142857142857143,0.8130081300813009,6.796116504854369,,5.88235294117647
148,Belgium,NEUR,0.5494505494505495,,0.7142857142857143,,,1.7241379310344829,17.647058823529413
149,Belgium,NURS,,,,,,,11.76470588235294
150,Belgium,PHAR,,,,0.8130081300813009,1.9417475728155336,,11.76470588235294
151,Belgium,PHYS,71.97802197802197,66.44736842105263,57.14285714285714,56.91056910569105,59.22330097087378,44.82758620689656,
152,Belgium,PSYC,0.5494505494505495,0.6578947368421052,1.4285714285714286,1.6260162601626018,2.912621359223301,6.896551724137931,5.88235294117647
153,Belgium,VETE,,,,,,,11.76470588235294
154,Belize,MULT,,,,,100.0,,
155,Benin,EART,,,,,,,50.0
156,Benin,MEDI,,,100.0,,50.0,100.0,
157,Benin,MULT,,,,,50.0,,50.0
158,Bhutan,AGRI,,,,,,100.0,
159,Bhutan,BIOC,33.33333333333333,,,,33.33333333333333,,
160,Bhutan,DENT,,,,,,,100.0
161,Bhutan,IMMU,,,,25.0,,,
162,Bhutan,MEDI,33.33333333333333,,100.0,50.0,33.33333333333333,,
163,Bhutan,MULT,,,,,33.33333333333333,,
164,Bhutan,SOCI,33.33333333333333,100.0,,25.0,,,
165,Bolivia,AGRI,,,,,33.33333333333333,,
166,Bolivia,EART,,,,,,,100.0
167,Bolivia,MATH,,,,,33.33333333333333,,
168,Bolivia,MEDI,100.0,,50.0,25.0,33.33333333333333,75.0,
169,Bolivia,MULT,,,16.666666666666664,,,,
170,Bolivia,PSYC,,,33.33333333333333,50.0,,,
171,Bolivia,SOCI,,,,25.0,,25.0,
172,Bosnia and Herzegovina,BIOC,,,,16.666666666666664,,,
173,Bosnia and Herzegovina,CHEM,,,,33.33333333333333,,,
174,Bosnia and Herzegovina,DENT,,,50.0,,,,
175,Bosnia and Herzegovina,MEDI,,,50.0,33.33333333333333,66.66666666666666,100.0,
176,Bosnia and Herzegovina,MULT,,,,,33.33333333333333,,
177,Bosnia and Herzegovina,PSYC,,,,16.666666666666664,,,
178,Botswana,BIOC,,,50.0,16.666666666666664,,,
179,Botswana,CHEM,,,,33.33333333333333,,,
180,Botswana,MEDI,,,50.0,50.0,100.0,100.0,
181,Brazil,AGRI,,1.9867549668874172,,1.2195121951219512,1.5267175572519085,4.3478260869565215,2.8301886792452837
182,Brazil,ARTS,,,,,,,1.8867924528301887
183,Brazil,BIOC,2.512562814070352,2.6490066225165565,5.88235294117647,5.487804878048781,2.2900763358778624,1.0869565217391304,1.8867924528301887
184,Brazil,BUSI,,,,,,,1.8867924528301887
185,Brazil,CENG,,,,0.6097560975609756,1.5267175572519085,1.0869565217391304,0.9433962264150944
186,Brazil,CHEM,0.5025125628140703,1.3245033112582782,1.30718954248366,3.048780487804878,0.7633587786259541,,
187,Brazil,COMP,,,1.30718954248366,0.6097560975609756,3.0534351145038165,,3.7735849056603774
188,Brazil,DECI,,,,,,,1.8867924528301887
189,Brazil,DENT,0.5025125628140703,,1.30718954248366,,0.7633587786259541,1.0869565217391304,14.150943396226417
190,Brazil,EART,,,0.6535947712418301,0.6097560975609756,,,10.37735849056604
191,Brazil,ECON,,,,,,,2.8301886792452837
192,Brazil,ENER,,,,0.6097560975609756,0.7633587786259541,2.1739130434782608,0.9433962264150944
193,Brazil,ENGI,9.547738693467336,13.90728476821192,9.15032679738562,10.365853658536585,7.633587786259542,6.521739130434782,0.9433962264150944
194,Brazil,ENVI,1.0050251256281406,0.6622516556291391,0.6535947712418301,,,2.1739130434782608,2.8301886792452837
195,Brazil,HEAL,0.5025125628140703,,,,0.7633587786259541,,9.433962264150944
196,Brazil,IMMU,0.5025125628140703,3.3112582781456954,,0.6097560975609756,,2.1739130434782608,
197,Brazil,MATE,,,0.6535947712418301,,1.5267175572519085,1.0869565217391304,1.8867924528301887
198,Brazil,MATH,,,,0.6097560975609756,1.5267175572519085,,1.8867924528301887
199,Brazil,MEDI,9.045226130653267,5.960264900662252,16.33986928104575,22.5609756097561,17.557251908396946,36.95652173913043,2.8301886792452837
200,Brazil,MULT,,0.6622516556291391,1.30718954248366,1.2195121951219512,5.343511450381679,1.0869565217391304,5.660377358490567
201,Brazil,NEUR,7.035175879396985,1.9867549668874172,5.88235294117647,2.4390243902439024,3.0534351145038165,5.434782608695652,1.8867924528301887
202,Brazil,NURS,,0.6622516556291391,,0.6097560975609756,,,4.716981132075472
203,Brazil,PHAR,3.5175879396984926,2.6490066225165565,,0.6097560975609756,1.5267175572519085,1.0869565217391304,0.9433962264150944
204,Brazil,PHYS,64.321608040201,64.23841059602648,50.326797385620914,38.41463414634146,44.27480916030535,27.173913043478255,2.8301886792452837
205,Brazil,PSYC,1.0050251256281406,,3.92156862745098,6.097560975609756,4.580152671755725,4.3478260869565215,0.9433962264150944
206,Brazil,SOCI,,,1.30718954248366,4.2682926829268295,1.5267175572519085,2.1739130434782608,4.716981132075472
207,Brazil,VETE,,,,,,,15.09433962264151
208,Brunei Darussalam,AGRI,,,,,,50.0,
209,Brunei Darussalam,BIOC,,,,,25.0,,
210,Brunei Darussalam,BUSI,,,,,25.0,,
211,Brunei Darussalam,ENER,,,25.0,,,,
212,Brunei Darussalam,ENVI,100.0,,,,,,
213,Brunei Darussalam,MEDI,,100.0,75.0,100.0,50.0,50.0,
214,Bulgaria,AGRI,,,,,0.8620689655172413,2.857142857142857,
215,Bulgaria,BIOC,2.197802197802198,4.195804195804196,3.125,8.333333333333332,10.344827586206897,8.571428571428571,
216,Bulgaria,CENG,,,,0.8333333333333334,,,
217,Bulgaria,COMP,,,0.78125,,0.8620689655172413,,
218,Bulgaria,DENT,,,,,0.8620689655172413,,
219,Bulgaria,ENGI,10.43956043956044,14.685314685314683,10.9375,11.666666666666666,6.896551724137931,7.142857142857142,
220,Bulgaria,ENVI,,,,,1.7241379310344829,,
221,Bulgaria,IMMU,,,,,,1.4285714285714286,
222,Bulgaria,MATH,,,,,1.7241379310344829,,
223,Bulgaria,MEDI,2.7472527472527477,4.195804195804196,7.8125,11.666666666666666,14.6551724137931,15.714285714285714,
224,Bulgaria,MULT,,,0.78125,,1.7241379310344829,2.857142857142857,
225,Bulgaria,NEUR,9.89010989010989,7.6923076923076925,10.15625,4.166666666666666,5.172413793103448,14.285714285714285,
226,Bulgaria,NURS,,0.6993006993006993,,,,1.4285714285714286,
227,Bulgaria,PHAR,4.395604395604396,0.6993006993006993,3.90625,5.833333333333333,2.586206896551724,,
228,Bulgaria,PHYS,69.78021978021978,67.13286713286713,59.375,48.333333333333336,47.41379310344828,35.714285714285715,
229,Bulgaria,PSYC,0.5494505494505495,0.6993006993006993,3.125,9.166666666666666,5.172413793103448,5.714285714285714,
230,Bulgaria,SOCI,,,,,,4.285714285714286,
231,Burkina Faso,BIOC,,,,,,,50.0
232,Burkina Faso,MEDI,,,100.0,100.0,50.0,,
233,Burkina Faso,MULT,,,,,50.0,,
234,Burkina Faso,VETE,,,,,,,50.0
235,Burundi,MEDI,,,100.0,,,,
236,Burundi,MULT,,,,,,100.0,
237,Cambodia,AGRI,,5.263157894736842,28.57142857142857,14.285714285714285,10.526315789473683,,
238,Cambodia,BIOC,,,,,,6.25,
239,Cambodia,CENG,,5.263157894736842,4.761904761904762,7.142857142857142,5.263157894736842,,
240,Cambodia,COMP,,,,7.142857142857142,5.263157894736842,,
241,Cambodia,DENT,,,,,5.263157894736842,6.25,100.0
242,Cambodia,EART,,5.263157894736842,,7.142857142857142,5.263157894736842,6.25,
243,Cambodia,ENER,,,,7.142857142857142,,,
244,Cambodia,ENGI,25.0,15.789473684210526,,,,6.25,
245,Cambodia,ENVI,25.0,5.263157894736842,4.761904761904762,,,,
246,Cambodia,MATE,,,9.523809523809524,,10.526315789473683,6.25,
247,Cambodia,MEDI,50.0,63.1578947368421,33.33333333333333,28.57142857142857,36.84210526315789,25.0,
248,Cambodia,MULT,,,,14.285714285714285,15.789473684210526,6.25,
249,Cambodia,NEUR,,,,,,6.25,
250,Cambodia,NURS,,,9.523809523809524,,5.263157894736842,12.5,
251,Cambodia,PHAR,,,,7.142857142857142,,6.25,
252,Cambodia,SOCI,,,9.523809523809524,7.142857142857142,,12.5,
253,Cameroon,BUSI,,,,,,,50.0
254,Cameroon,MEDI,,100.0,100.0,100.0,83.33333333333334,75.0,
255,Cameroon,MULT,,,,,16.666666666666664,,
256,Cameroon,NEUR,,,,,,25.0,
257,Cameroon,NURS,,,,,,,50.0
258,Canada,AGRI,4.615384615384616,2.898550724637681,5.88235294117647,3.96039603960396,7.547169811320755,8.333333333333332,1.4084507042253522
259,Canada,ARTS,,,,,0.9433962264150944,,4.225352112676056
260,Canada,BIOC,7.6923076923076925,2.898550724637681,2.3529411764705883,6.930693069306932,6.60377358490566,3.125,3.5211267605633805
261,Canada,BUSI,1.5384615384615383,,3.5294117647058822,,,,4.225352112676056
262,Canada,CENG,4.615384615384616,5.797101449275362,2.3529411764705883,2.9702970297029703,3.7735849056603774,2.083333333333333,2.112676056338028
263,Canada,CHEM,6.153846153846154,2.898550724637681,,5.9405940594059405,2.8301886792452837,4.166666666666666,1.4084507042253522
264,Canada,COMP,,,1.1764705882352942,,,,6.338028169014084
265,Canada,DECI,,,,,,,4.225352112676056
266,Canada,DENT,1.5384615384615383,,1.1764705882352942,,,,2.112676056338028
267,Canada,EART,,1.4492753623188406,1.1764705882352942,2.9702970297029703,0.9433962264150944,,4.929577464788732
268,Canada,ECON,1.5384615384615383,,,,,,2.112676056338028
269,Canada,ENER,,5.797101449275362,3.5294117647058822,1.98019801980198,1.8867924528301887,2.083333333333333,2.112676056338028
270,Canada,ENGI,,,3.5294117647058822,0.99009900990099,2.8301886792452837,4.166666666666666,2.112676056338028
271,Canada,ENVI,3.076923076923077,,1.1764705882352942,2.9702970297029703,2.8301886792452837,1.0416666666666663,2.112676056338028
272,Canada,HEAL,1.5384615384615383,,,,1.8867924528301887,,11.267605633802818
273,Canada,IMMU,3.076923076923077,1.4492753623188406,2.3529411764705883,1.98019801980198,2.8301886792452837,1.0416666666666663,
274,Canada,MATE,4.615384615384616,,,0.99009900990099,0.9433962264150944,4.166666666666666,0.7042253521126761
275,Canada,MATH,,,,,2.8301886792452837,1.0416666666666663,2.112676056338028
276,Canada,MEDI,35.38461538461539,49.275362318840585,45.88235294117647,45.54455445544555,38.67924528301887,47.91666666666667,1.4084507042253522
277,Canada,MULT,,1.4492753623188406,1.1764705882352942,2.9702970297029703,10.37735849056604,3.125,5.633802816901409
278,Canada,NEUR,10.76923076923077,14.492753623188406,5.88235294117647,5.9405940594059405,4.716981132075472,5.208333333333334,7.746478873239436
279,Canada,NURS,,,,1.98019801980198,,1.0416666666666663,7.746478873239436
280,Canada,PHAR,7.6923076923076925,2.898550724637681,2.3529411764705883,1.98019801980198,0.9433962264150944,,
281,Canada,PHYS,4.615384615384616,4.3478260869565215,4.705882352941177,2.9702970297029703,0.9433962264150944,1.0416666666666663,3.5211267605633805
282,Canada,PSYC,1.5384615384615383,2.898550724637681,9.411764705882351,4.950495049504951,5.660377358490567,6.25,7.042253521126761
283,Canada,SOCI,,1.4492753623188406,2.3529411764705883,1.98019801980198,,3.125,4.225352112676056
284,Canada,VETE,,,,,,1.0416666666666663,5.633802816901409
285,Cape Verde,MEDI,,,,,50.0,50.0,
286,Cape Verde,MULT,,,,,50.0,,
287,Cape Verde,PHAR,,,,,,50.0,
288,Central African Republic,MEDI,,,100.0,,100.0,,
289,Chad,IMMU,,,,,50.0,,
290,Chad,MEDI,,,100.0,,50.0,,
291,Chile,AGRI,,,,4.444444444444445,7.142857142857142,,4.0
292,Chile,BIOC,,,4.3478260869565215,6.666666666666667,2.380952380952381,3.0303030303030303,4.0
293,Chile,CENG,,,,2.2222222222222223,9.523809523809524,3.0303030303030303,4.0
294,Chile,CHEM,,8.333333333333332,,4.444444444444445,2.380952380952381,,
295,Chile,COMP,,,4.3478260869565215,,,,4.0
296,Chile,DECI,,,,,,,4.0
297,Chile,DENT,,,4.3478260869565215,,,,
298,Chile,EART,,,,,,,12.0
299,Chile,ECON,,,,,2.380952380952381,,16.0
300,Chile,ENER,,,4.3478260869565215,,4.761904761904762,3.0303030303030303,
301,Chile,ENGI,,8.333333333333332,,4.444444444444445,2.380952380952381,,
302,Chile,ENVI,15.789473684210526,,4.3478260869565215,11.11111111111111,9.523809523809524,6.0606060606060606,4.0
303,Chile,HEAL,,,,,,,8.0
304,Chile,IMMU,,,,,,3.0303030303030303,
305,Chile,MATE,5.263157894736842,25.0,8.695652173913043,,2.380952380952381,,4.0
306,Chile,MATH,,,,,4.761904761904762,,
307,Chile,MEDI,47.368421052631575,25.0,17.391304347826086,35.55555555555556,4.761904761904762,33.33333333333333,4.0
308,Chile,MULT,,,4.3478260869565215,,14.285714285714285,3.0303030303030303,8.0
309,Chile,NEUR,5.263157894736842,,,2.2222222222222223,2.380952380952381,6.0606060606060606,
310,Chile,NURS,,,,,,,8.0
311,Chile,PHAR,,,,,4.761904761904762,3.0303030303030303,
312,Chile,PHYS,21.052631578947366,33.33333333333333,34.78260869565217,17.77777777777778,14.285714285714285,21.21212121212121,4.0
313,Chile,PSYC,,,13.043478260869565,11.11111111111111,11.904761904761903,12.12121212121212,4.0
314,Chile,SOCI,5.263157894736842,,,,,3.0303030303030303,
315,Chile,VETE,,,,,,,8.0
316,China,AGRI,1.2396694214876034,4.032258064516129,3.048780487804878,3.692307692307693,4.362416107382551,5.829596412556054,5.49645390070922
317,China,ARTS,0.4132231404958678,,,0.3076923076923077,,0.4484304932735426,
318,China,BIOC,1.2396694214876034,2.419354838709677,2.1341463414634148,6.153846153846154,2.348993288590604,3.1390134529147984,2.157210401891253
319,China,BUSI,,,1.2195121951219512,0.9230769230769232,,,2.6891252955082745
320,China,CENG,1.2396694214876034,4.032258064516129,4.573170731707317,6.461538461538462,5.033557046979865,7.174887892376682,5.407801418439717
321,China,CHEM,2.8925619834710745,5.241935483870968,5.487804878048781,5.538461538461538,7.38255033557047,8.071748878923767,6.205673758865248
322,China,COMP,,1.2096774193548387,2.1341463414634148,0.6153846153846154,3.355704697986577,1.7937219730941705,3.3392434988179667
323,China,DECI,,,,,,,5.673758865248227
324,China,DENT,,,0.3048780487804878,,,0.4484304932735426,1.8321513002364065
325,China,EART,1.2396694214876034,1.6129032258064515,1.829268292682927,0.9230769230769232,2.348993288590604,1.7937219730941705,2.8664302600472813
326,China,ECON,0.4132231404958678,0.8064516129032258,1.524390243902439,0.3076923076923077,0.6711409395973155,0.8968609865470852,1.0933806146572105
327,China,ENER,2.066115702479339,3.225806451612903,8.536585365853659,4.0,4.697986577181208,4.035874439461884,6.117021276595745
328,China,ENGI,9.917355371900827,10.887096774193548,9.451219512195122,7.076923076923077,4.697986577181208,5.381165919282512,5.91016548463357
329,China,ENVI,3.3057851239669422,2.0161290322580645,2.7439024390243905,4.923076923076923,4.697986577181208,5.829596412556054,5.614657210401891
330,China,HEAL,,,0.3048780487804878,,,,0.8569739952718677
331,China,IMMU,0.8264462809917356,0.4032258064516129,0.9146341463414632,1.5384615384615383,1.6778523489932886,2.690582959641256,7.624113475177305
332,China,MATE,2.8925619834710745,2.0161290322580645,4.878048780487805,5.846153846153846,3.691275167785235,4.932735426008969,5.969267139479905
