Country,Year,Subject Area,Number of Documents,Total Documents,Percentage
Algeria,2021,BIOC,1,5,20.0
Algeria,2021,CHEM,2,5,40.0
Algeria,2021,MATE,2,5,40.0
Argentina,2021,BIOC,3,23,13.043478260869565
Argentina,2021,CENG,1,23,4.3478260869565215
Argentina,2021,CHEM,3,23,13.043478260869565
Argentina,2021,EART,1,23,4.3478260869565215
Argentina,2021,ENVI,2,23,8.695652173913043
Argentina,2021,MEDI,6,23,26.08695652173913
Argentina,2021,MULT,1,23,4.3478260869565215
Argentina,2021,NEUR,1,23,4.3478260869565215
Argentina,2021,PSYC,5,23,21.73913043478261
Armenia,2021,CHEM,3,86,3.488372093023256
Armenia,2021,ENGI,16,86,18.6046511627907
Armenia,2021,MATE,1,86,1.1627906976744187
Armenia,2021,MEDI,3,86,3.488372093023256
Armenia,2021,PHYS,63,86,73.25581395348837
Australia,2021,AGRI,8,282,2.8368794326241136
Australia,2021,BIOC,19,282,6.73758865248227
Australia,2021,BUSI,4,282,1.4184397163120568
Australia,2021,CENG,2,282,0.7092198581560284
Australia,2021,CHEM,6,282,2.127659574468085
Australia,2021,COMP,1,282,0.3546099290780142
Australia,2021,DENT,2,282,0.7092198581560284
Australia,2021,EART,5,282,1.773049645390071
Australia,2021,ECON,6,282,2.127659574468085
Australia,2021,ENER,2,282,0.7092198581560284
Australia,2021,ENGI,17,282,6.028368794326241
Australia,2021,ENVI,7,282,2.4822695035460995
Australia,2021,IMMU,6,282,2.127659574468085
Australia,2021,MATH,3,282,1.0638297872340425
Australia,2021,MEDI,82,282,29.078014184397162
Australia,2021,MULT,11,282,3.900709219858156
Australia,2021,NEUR,7,282,2.4822695035460995
Australia,2021,NURS,1,282,0.3546099290780142
Australia,2021,PHAR,8,282,2.8368794326241136
Australia,2021,PHYS,60,282,21.27659574468085
Australia,2021,PSYC,16,282,5.673758865248227
Australia,2021,SOCI,8,282,2.8368794326241136
Australia,2021,VETE,1,282,0.3546099290780142
Austria,2021,AGRI,2,111,1.8018018018018018
Austria,2021,BIOC,6,111,5.405405405405405
Austria,2021,CENG,2,111,1.8018018018018018
Austria,2021,CHEM,5,111,4.504504504504505
Austria,2021,DENT,1,111,0.9009009009009009
Austria,2021,EART,2,111,1.8018018018018018
Austria,2021,ENGI,14,111,12.612612612612612
Austria,2021,ENVI,1,111,0.9009009009009009
Austria,2021,IMMU,1,111,0.9009009009009009
Austria,2021,MATE,1,111,0.9009009009009009
Austria,2021,MEDI,9,111,8.108108108108109
Austria,2021,NEUR,2,111,1.8018018018018018
Austria,2021,PHYS,59,111,53.153153153153156
Austria,2021,PSYC,5,111,4.504504504504505
Austria,2021,VETE,1,111,0.9009009009009009
Bahrain,2021,IMMU,1,2,50.0
Bahrain,2021,MEDI,1,2,50.0
Bangladesh,2021,BIOC,2,14,14.285714285714285
Bangladesh,2021,COMP,1,14,7.142857142857142
Bangladesh,2021,MEDI,9,14,64.28571428571429
Bangladesh,2021,MULT,1,14,7.142857142857142
Bangladesh,2021,PSYC,1,14,7.142857142857142
Belarus,2021,BIOC,1,73,1.36986301369863
Belarus,2021,ENGI,14,73,19.17808219178082
Belarus,2021,PHYS,58,73,79.45205479452055
Belgium,2021,AGRI,1,123,0.8130081300813009
Belgium,2021,ARTS,1,123,0.8130081300813009
Belgium,2021,BIOC,7,123,5.691056910569105
Belgium,2021,DENT,1,123,0.8130081300813009
Belgium,2021,EART,1,123,0.8130081300813009
Belgium,2021,ENGI,17,123,13.821138211382115
Belgium,2021,ENVI,3,123,2.4390243902439024
Belgium,2021,IMMU,1,123,0.8130081300813009
Belgium,2021,MATH,1,123,0.8130081300813009
Belgium,2021,MEDI,16,123,13.008130081300814
Belgium,2021,MULT,1,123,0.8130081300813009
Belgium,2021,PHAR,1,123,0.8130081300813009
Belgium,2021,PHYS,70,123,56.91056910569105
Belgium,2021,PSYC,2,123,1.6260162601626018
Bhutan,2021,IMMU,1,4,25.0
Bhutan,2021,MEDI,2,4,50.0
Bhutan,2021,SOCI,1,4,25.0
Bolivia,2021,MEDI,1,4,25.0
Bolivia,2021,PSYC,2,4,50.0
Bolivia,2021,SOCI,1,4,25.0
Bosnia and Herzegovina,2021,BIOC,1,6,16.666666666666664
Bosnia and Herzegovina,2021,CHEM,2,6,33.33333333333333
Bosnia and Herzegovina,2021,MEDI,2,6,33.33333333333333
Bosnia and Herzegovina,2021,PSYC,1,6,16.666666666666664
Botswana,2021,BIOC,1,6,16.666666666666664
Botswana,2021,CHEM,2,6,33.33333333333333
Botswana,2021,MEDI,3,6,50.0
Brazil,2021,AGRI,2,164,1.2195121951219512
Brazil,2021,BIOC,9,164,5.487804878048781
Brazil,2021,CENG,1,164,0.6097560975609756
Brazil,2021,CHEM,5,164,3.048780487804878
Brazil,2021,COMP,1,164,0.6097560975609756
Brazil,2021,EART,1,164,0.6097560975609756
Brazil,2021,ENER,1,164,0.6097560975609756
Brazil,2021,ENGI,17,164,10.365853658536585
Brazil,2021,IMMU,1,164,0.6097560975609756
Brazil,2021,MATH,1,164,0.6097560975609756
Brazil,2021,MEDI,37,164,22.5609756097561
Brazil,2021,MULT,2,164,1.2195121951219512
Brazil,2021,NEUR,4,164,2.4390243902439024
Brazil,2021,NURS,1,164,0.6097560975609756
Brazil,2021,PHAR,1,164,0.6097560975609756
Brazil,2021,PHYS,63,164,38.41463414634146
Brazil,2021,PSYC,10,164,6.097560975609756
Brazil,2021,SOCI,7,164,4.2682926829268295
Brunei Darussalam,2021,MEDI,2,2,100.0
Bulgaria,2021,BIOC,10,120,8.333333333333332
Bulgaria,2021,CENG,1,120,0.8333333333333334
Bulgaria,2021,ENGI,14,120,11.666666666666666
Bulgaria,2021,MEDI,14,120,11.666666666666666
Bulgaria,2021,NEUR,5,120,4.166666666666666
Bulgaria,2021,PHAR,7,120,5.833333333333333
Bulgaria,2021,PHYS,58,120,48.333333333333336
Bulgaria,2021,PSYC,11,120,9.166666666666666
Burkina Faso,2021,MEDI,1,1,100.0
Cambodia,2021,AGRI,2,14,14.285714285714285
Cambodia,2021,CENG,1,14,7.142857142857142
Cambodia,2021,COMP,1,14,7.142857142857142
Cambodia,2021,EART,1,14,7.142857142857142
Cambodia,2021,ENER,1,14,7.142857142857142
Cambodia,2021,MEDI,4,14,28.57142857142857
Cambodia,2021,MULT,2,14,14.285714285714285
Cambodia,2021,PHAR,1,14,7.142857142857142
Cambodia,2021,SOCI,1,14,7.142857142857142
Cameroon,2021,MEDI,2,2,100.0
Canada,2021,AGRI,4,101,3.9603960396039604
Canada,2021,BIOC,7,101,6.9306930693069315
Canada,2021,CENG,3,101,2.9702970297029703
Canada,2021,CHEM,6,101,5.9405940594059405
Canada,2021,EART,3,101,2.9702970297029703
Canada,2021,ENER,2,101,1.9801980198019802
Canada,2021,ENGI,1,101,0.9900990099009901
Canada,2021,ENVI,3,101,2.9702970297029703
Canada,2021,IMMU,2,101,1.9801980198019802
Canada,2021,MATE,1,101,0.9900990099009901
Canada,2021,MEDI,46,101,45.54455445544555
Canada,2021,MULT,3,101,2.9702970297029703
Canada,2021,NEUR,6,101,5.9405940594059405
Canada,2021,NURS,2,101,1.9801980198019802
Canada,2021,PHAR,2,101,1.9801980198019802
Canada,2021,PHYS,3,101,2.9702970297029703
Canada,2021,PSYC,5,101,4.9504950495049505
Canada,2021,SOCI,2,101,1.9801980198019802
Chile,2021,AGRI,2,45,4.444444444444445
Chile,2021,BIOC,3,45,6.666666666666667
Chile,2021,CENG,1,45,2.2222222222222223
Chile,2021,CHEM,2,45,4.444444444444445
Chile,2021,ENGI,2,45,4.444444444444445
Chile,2021,ENVI,5,45,11.11111111111111
Chile,2021,MEDI,16,45,35.55555555555556
Chile,2021,NEUR,1,45,2.2222222222222223
Chile,2021,PHYS,8,45,17.77777777777778
Chile,2021,PSYC,5,45,11.11111111111111
China,2021,AGRI,12,325,3.6923076923076925
China,2021,ARTS,1,325,0.3076923076923077
China,2021,BIOC,20,325,6.153846153846154
China,2021,BUSI,3,325,0.9230769230769231
China,2021,CENG,21,325,6.461538461538462
China,2021,CHEM,18,325,5.538461538461538
China,2021,COMP,2,325,0.6153846153846154
China,2021,EART,3,325,0.9230769230769231
China,2021,ECON,1,325,0.3076923076923077
China,2021,ENER,13,325,4.0
China,2021,ENGI,23,325,7.076923076923077
China,2021,ENVI,16,325,4.923076923076923
China,2021,IMMU,5,325,1.5384615384615385
China,2021,MATE,19,325,5.846153846153846
China,2021,MATH,1,325,0.3076923076923077
China,2021,MEDI,59,325,18.153846153846153
China,2021,MULT,8,325,2.4615384615384617
China,2021,NEUR,1,325,0.3076923076923077
China,2021,NURS,5,325,1.5384615384615385
China,2021,PHAR,1,325,0.3076923076923077
China,2021,PHYS,80,325,24.615384615384617
China,2021,PSYC,8,325,2.4615384615384617
China,2021,SOCI,5,325,1.5384615384615385
Colombia,2021,BIOC,2,92,2.1739130434782608
Colombia,2021,CHEM,2,92,2.1739130434782608
Colombia,2021,EART,3,92,3.260869565217391
Colombia,2021,ENER,1,92,1.0869565217391304
Colombia,2021,ENGI,14,92,15.217391304347828
Colombia,2021,ENVI,2,92,2.1739130434782608
Colombia,2021,MEDI,5,92,5.434782608695652
Colombia,2021,PHYS,58,92,63.04347826086957
Colombia,2021,PSYC,5,92,5.434782608695652
Costa Rica,2021,EART,1,3,33.33333333333333
Costa Rica,2021,IMMU,1,3,33.33333333333333
Costa Rica,2021,PSYC,1,3,33.33333333333333
Cote d'Ivoire,2021,CHEM,2,3,66.66666666666666
Cote d'Ivoire,2021,IMMU,1,3,33.33333333333333
Croatia,2021,BIOC,1,81,1.2345679012345678
Croatia,2021,ENGI,14,81,17.28395061728395
Croatia,2021,MEDI,3,81,3.7037037037037033
Croatia,2021,NEUR,1,81,1.2345679012345678
Croatia,2021,PHYS,58,81,71.60493827160494
Croatia,2021,PSYC,4,81,4.938271604938271
Cyprus,2021,BIOC,1,75,1.3333333333333335
Cyprus,2021,ENGI,14,75,18.666666666666668
Cyprus,2021,PHYS,58,75,77.33333333333333
Cyprus,2021,PSYC,2,75,2.666666666666667
Czech Republic,2021,AGRI,3,98,3.061224489795918
Czech Republic,2021,BIOC,3,98,3.061224489795918
Czech Republic,2021,CHEM,2,98,2.0408163265306123
Czech Republic,2021,EART,1,98,1.0204081632653061
Czech Republic,2021,ENGI,16,98,16.3265306122449
Czech Republic,2021,IMMU,1,98,1.0204081632653061
Czech Republic,2021,MEDI,5,98,5.1020408163265305
Czech Republic,2021,NEUR,1,98,1.0204081632653061
Czech Republic,2021,PHYS,62,98,63.26530612244898
Czech Republic,2021,PSYC,4,98,4.081632653061225
Democratic Republic Congo,2021,IMMU,1,2,50.0
Democratic Republic Congo,2021,MEDI,1,2,50.0
Denmark,2021,BIOC,3,32,9.375
Denmark,2021,CENG,4,32,12.5
Denmark,2021,CHEM,1,32,3.125
Denmark,2021,ENVI,3,32,9.375
Denmark,2021,IMMU,1,32,3.125
Denmark,2021,MEDI,10,32,31.25
Denmark,2021,NEUR,1,32,3.125
Denmark,2021,PHYS,2,32,6.25
Denmark,2021,PSYC,6,32,18.75
Denmark,2021,SOCI,1,32,3.125
Ecuador,2021,CHEM,2,81,2.4691358024691357
Ecuador,2021,EART,1,81,1.2345679012345678
Ecuador,2021,ENGI,14,81,17.28395061728395
Ecuador,2021,MEDI,1,81,1.2345679012345678
Ecuador,2021,NEUR,1,81,1.2345679012345678
Ecuador,2021,PHYS,58,81,71.60493827160494
Ecuador,2021,PSYC,3,81,3.7037037037037033
Ecuador,2021,SOCI,1,81,1.2345679012345678
Egypt,2021,AGRI,5,94,5.319148936170213
Egypt,2021,BIOC,2,94,2.127659574468085
Egypt,2021,CHEM,1,94,1.0638297872340425
Egypt,2021,DENT,1,94,1.0638297872340425
Egypt,2021,ENGI,16,94,17.02127659574468
Egypt,2021,ENVI,2,94,2.127659574468085
Egypt,2021,IMMU,1,94,1.0638297872340425
Egypt,2021,MEDI,7,94,7.446808510638298
Egypt,2021,PHAR,1,94,1.0638297872340425
Egypt,2021,PHYS,58,94,61.702127659574465
Estonia,2021,BIOC,1,77,1.2987012987012987
Estonia,2021,CHEM,2,77,2.5974025974025974
Estonia,2021,ENGI,14,77,18.181818181818183
Estonia,2021,PHYS,58,77,75.32467532467533
Estonia,2021,PSYC,2,77,2.5974025974025974
Ethiopia,2021,MEDI,1,1,100.0
Fiji,2021,MATH,1,1,100.0
Finland,2021,AGRI,2,95,2.1052631578947367
Finland,2021,BIOC,2,95,2.1052631578947367
Finland,2021,CHEM,2,95,2.1052631578947367
Finland,2021,EART,1,95,1.0526315789473684
Finland,2021,ENGI,16,95,16.842105263157894
Finland,2021,ENVI,3,95,3.1578947368421053
