Country,Year,Subject Area,Number of Documents,Total Documents,Percentage
Canada,2023,ENER,2,96,2.083333333333333
Canada,2023,ENGI,4,96,4.166666666666666
Canada,2023,ENVI,1,96,1.0416666666666665
Canada,2023,IMMU,1,96,1.0416666666666665
Canada,2023,MATE,4,96,4.166666666666666
Canada,2023,MATH,1,96,1.0416666666666665
Canada,2023,MEDI,46,96,47.91666666666667
Canada,2023,MULT,3,96,3.125
Canada,2023,NEUR,5,96,5.208333333333334
Canada,2023,NURS,1,96,1.0416666666666665
Canada,2023,PHYS,1,96,1.0416666666666665
Canada,2023,PSYC,6,96,6.25
Canada,2023,SOCI,3,96,3.125
Canada,2023,VETE,1,96,1.0416666666666665
Cape Verde,2023,MEDI,1,2,50.0
Cape Verde,2023,PHAR,1,2,50.0
Chile,2023,BIOC,1,33,3.0303030303030303
Chile,2023,CENG,1,33,3.0303030303030303
Chile,2023,ENER,1,33,3.0303030303030303
Chile,2023,ENVI,2,33,6.0606060606060606
Chile,2023,IMMU,1,33,3.0303030303030303
Chile,2023,MEDI,11,33,33.33333333333333
Chile,2023,MULT,1,33,3.0303030303030303
Chile,2023,NEUR,2,33,6.0606060606060606
Chile,2023,PHAR,1,33,3.0303030303030303
Chile,2023,PHYS,7,33,21.21212121212121
Chile,2023,PSYC,4,33,12.121212121212121
Chile,2023,SOCI,1,33,3.0303030303030303
China,2023,AGRI,13,223,5.829596412556054
China,2023,ARTS,1,223,0.4484304932735426
China,2023,BIOC,7,223,3.1390134529147984
China,2023,CENG,16,223,7.174887892376682
China,2023,CHEM,18,223,8.071748878923767
China,2023,COMP,4,223,1.7937219730941705
China,2023,DENT,1,223,0.4484304932735426
China,2023,EART,4,223,1.7937219730941705
China,2023,ECON,2,223,0.8968609865470852
China,2023,ENER,9,223,4.0358744394618835
China,2023,ENGI,12,223,5.381165919282512
China,2023,ENVI,13,223,5.829596412556054
China,2023,IMMU,6,223,2.690582959641256
China,2023,MATE,11,223,4.932735426008969
China,2023,MEDI,40,223,17.937219730941703
China,2023,MULT,13,223,5.829596412556054
China,2023,NEUR,7,223,3.1390134529147984
China,2023,NURS,1,223,0.4484304932735426
China,2023,PHAR,3,223,1.345291479820628
China,2023,PHYS,30,223,13.452914798206278
China,2023,PSYC,8,223,3.587443946188341
China,2023,SOCI,4,223,1.7937219730941705
Colombia,2023,ENGI,5,40,12.5
Colombia,2023,IMMU,1,40,2.5
Colombia,2023,MEDI,5,40,12.5
Colombia,2023,PHYS,25,40,62.5
Colombia,2023,PSYC,3,40,7.5
Colombia,2023,SOCI,1,40,2.5
Costa Rica,2023,MEDI,1,3,33.33333333333333
Costa Rica,2023,PHYS,1,3,33.33333333333333
Costa Rica,2023,PSYC,1,3,33.33333333333333
Cote d'Ivoire,2023,IMMU,1,2,50.0
Cote d'Ivoire,2023,MEDI,1,2,50.0
Croatia,2023,ENGI,5,41,12.195121951219512
Croatia,2023,MEDI,5,41,12.195121951219512
Croatia,2023,MULT,1,41,2.4390243902439024
Croatia,2023,NEUR,2,41,4.878048780487805
Croatia,2023,PHAR,1,41,2.4390243902439024
Croatia,2023,PHYS,25,41,60.97560975609756
Croatia,2023,PSYC,1,41,2.4390243902439024
Croatia,2023,SOCI,1,41,2.4390243902439024
Cuba,2023,MEDI,1,1,100.0
Cyprus,2023,ENGI,5,34,14.705882352941178
Cyprus,2023,MEDI,1,34,2.941176470588235
Cyprus,2023,PHYS,25,34,73.52941176470588
Cyprus,2023,PSYC,2,34,5.88235294117647
Cyprus,2023,SOCI,1,34,2.941176470588235
Czech Republic,2023,CENG,1,45,2.2222222222222223
Czech Republic,2023,COMP,1,45,2.2222222222222223
Czech Republic,2023,ENGI,5,45,11.11111111111111
Czech Republic,2023,MATE,2,45,4.444444444444445
Czech Republic,2023,MEDI,6,45,13.333333333333334
Czech Republic,2023,NEUR,1,45,2.2222222222222223
Czech Republic,2023,PHYS,25,45,55.55555555555556
Czech Republic,2023,PSYC,2,45,4.444444444444445
Czech Republic,2023,SOCI,2,45,4.444444444444445
Democratic Republic Congo,2023,MEDI,3,3,100.0
Denmark,2023,AGRI,1,37,2.7027027027027026
Denmark,2023,BIOC,2,37,5.405405405405405
Denmark,2023,BUSI,1,37,2.7027027027027026
Denmark,2023,CENG,1,37,2.7027027027027026
Denmark,2023,DENT,1,37,2.7027027027027026
Denmark,2023,ENVI,1,37,2.7027027027027026
Denmark,2023,MEDI,19,37,51.35135135135135
Denmark,2023,MULT,3,37,8.108108108108109
Denmark,2023,NEUR,3,37,8.108108108108109
Denmark,2023,PHYS,2,37,5.405405405405405
Denmark,2023,PSYC,1,37,2.7027027027027026
Denmark,2023,SOCI,1,37,2.7027027027027026
Denmark,2023,VETE,1,37,2.7027027027027026
Dominican Republic,2023,MEDI,1,1,100.0
Ecuador,2023,AGRI,1,38,2.631578947368421
Ecuador,2023,CENG,1,38,2.631578947368421
Ecuador,2023,ENGI,5,38,13.157894736842104
Ecuador,2023,MATH,1,38,2.631578947368421
Ecuador,2023,MEDI,3,38,7.894736842105263
Ecuador,2023,MULT,1,38,2.631578947368421
Ecuador,2023,PHYS,25,38,65.78947368421053
Ecuador,2023,PSYC,1,38,2.631578947368421
Egypt,2023,AGRI,3,48,6.25
Egypt,2023,BIOC,2,48,4.166666666666666
Egypt,2023,DENT,1,48,2.083333333333333
Egypt,2023,EART,1,48,2.083333333333333
Egypt,2023,ENGI,6,48,12.5
Egypt,2023,IMMU,1,48,2.083333333333333
Egypt,2023,MEDI,6,48,12.5
Egypt,2023,NEUR,1,48,2.083333333333333
Egypt,2023,PHYS,25,48,52.083333333333336
Egypt,2023,PSYC,2,48,4.166666666666666
Estonia,2023,ENGI,5,34,14.705882352941178
Estonia,2023,MEDI,1,34,2.941176470588235
Estonia,2023,MULT,1,34,2.941176470588235
Estonia,2023,PHYS,25,34,73.52941176470588
Estonia,2023,PSYC,2,34,5.88235294117647
Ethiopia,2023,AGRI,1,10,10.0
Ethiopia,2023,BIOC,1,10,10.0
Ethiopia,2023,COMP,1,10,10.0
Ethiopia,2023,MEDI,6,10,60.0
Ethiopia,2023,SOCI,1,10,10.0
Federated States of Micronesia,2023,BIOC,1,2,50.0
Federated States of Micronesia,2023,COMP,1,2,50.0
Fiji,2023,MEDI,1,1,100.0
Finland,2023,AGRI,1,41,2.4390243902439024
Finland,2023,BIOC,1,41,2.4390243902439024
Finland,2023,ENGI,5,41,12.195121951219512
Finland,2023,ENVI,1,41,2.4390243902439024
Finland,2023,MEDI,6,41,14.634146341463413
Finland,2023,MULT,1,41,2.4390243902439024
Finland,2023,PHYS,25,41,60.97560975609756
Finland,2023,PSYC,1,41,2.4390243902439024
France,2023,AGRI,1,106,0.9433962264150944
France,2023,BIOC,3,106,2.8301886792452833
France,2023,BUSI,3,106,2.8301886792452833
France,2023,CENG,1,106,0.9433962264150944
France,2023,CHEM,1,106,0.9433962264150944
France,2023,COMP,2,106,1.8867924528301887
France,2023,DENT,4,106,3.7735849056603774
France,2023,ENGI,10,106,9.433962264150944
France,2023,ENVI,1,106,0.9433962264150944
France,2023,IMMU,3,106,2.8301886792452833
France,2023,MATE,3,106,2.8301886792452833
France,2023,MATH,1,106,0.9433962264150944
France,2023,MEDI,28,106,26.41509433962264
France,2023,MULT,4,106,3.7735849056603774
France,2023,NEUR,4,106,3.7735849056603774
France,2023,PHYS,30,106,28.30188679245283
France,2023,PSYC,5,106,4.716981132075472
France,2023,SOCI,2,106,1.8867924528301887
Gabon,2023,MEDI,1,1,100.0
Georgia,2023,ENGI,5,35,14.285714285714285
Georgia,2023,MEDI,3,35,8.571428571428571
Georgia,2023,PHYS,25,35,71.42857142857143
Georgia,2023,PSYC,1,35,2.857142857142857
Georgia,2023,SOCI,1,35,2.857142857142857
Germany,2023,AGRI,21,143,14.685314685314685
Germany,2023,ARTS,1,143,0.6993006993006993
Germany,2023,BIOC,8,143,5.594405594405594
Germany,2023,BUSI,2,143,1.3986013986013985
Germany,2023,CENG,5,143,3.4965034965034967
Germany,2023,CHEM,3,143,2.097902097902098
Germany,2023,EART,1,143,0.6993006993006993
Germany,2023,ENGI,6,143,4.195804195804196
Germany,2023,ENVI,3,143,2.097902097902098
Germany,2023,HEAL,1,143,0.6993006993006993
Germany,2023,IMMU,1,143,0.6993006993006993
Germany,2023,MATH,1,143,0.6993006993006993
Germany,2023,MEDI,33,143,23.076923076923077
Germany,2023,MULT,9,143,6.293706293706294
Germany,2023,NEUR,8,143,5.594405594405594
Germany,2023,PHYS,32,143,22.377622377622377
Germany,2023,PSYC,5,143,3.4965034965034967
Germany,2023,SOCI,2,143,1.3986013986013985
Germany,2023,VETE,1,143,0.6993006993006993
Ghana,2023,IMMU,1,6,16.666666666666664
Ghana,2023,MEDI,3,6,50.0
Ghana,2023,NURS,1,6,16.666666666666664
Ghana,2023,PSYC,1,6,16.666666666666664
Greece,2023,BIOC,1,50,2.0
Greece,2023,BUSI,1,50,2.0
Greece,2023,CHEM,1,50,2.0
Greece,2023,ENGI,7,50,14.000000000000002
Greece,2023,MEDI,9,50,18.0
Greece,2023,MULT,1,50,2.0
Greece,2023,NEUR,1,50,2.0
Greece,2023,PHYS,26,50,52.0
Greece,2023,PSYC,2,50,4.0
Greece,2023,SOCI,1,50,2.0
Guatemala,2023,MEDI,2,2,100.0
Guinea,2023,MEDI,1,1,100.0
Honduras,2023,MEDI,1,1,100.0
Hong Kong,2023,AGRI,6,65,9.230769230769232
Hong Kong,2023,ARTS,1,65,1.5384615384615385
Hong Kong,2023,BIOC,2,65,3.076923076923077
Hong Kong,2023,BUSI,3,65,4.615384615384616
Hong Kong,2023,CENG,2,65,3.076923076923077
Hong Kong,2023,ENER,5,65,7.6923076923076925
Hong Kong,2023,ENGI,3,65,4.615384615384616
Hong Kong,2023,ENVI,3,65,4.615384615384616
Hong Kong,2023,MATE,3,65,4.615384615384616
Hong Kong,2023,MEDI,24,65,36.92307692307693
Hong Kong,2023,MULT,2,65,3.076923076923077
Hong Kong,2023,NURS,2,65,3.076923076923077
Hong Kong,2023,PHYS,3,65,4.615384615384616
Hong Kong,2023,PSYC,4,65,6.153846153846154
Hong Kong,2023,SOCI,1,65,1.5384615384615385
Hong Kong,2023,VETE,1,65,1.5384615384615385
Hungary,2023,AGRI,1,38,2.631578947368421
Hungary,2023,ENGI,5,38,13.157894736842104
Hungary,2023,MEDI,2,38,5.263157894736842
Hungary,2023,MULT,1,38,2.631578947368421
Hungary,2023,PHYS,25,38,65.78947368421053
Hungary,2023,PSYC,3,38,7.894736842105263
Hungary,2023,SOCI,1,38,2.631578947368421
Iceland,2023,CENG,1,6,16.666666666666664
Iceland,2023,MATE,1,6,16.666666666666664
Iceland,2023,MEDI,2,6,33.33333333333333
Iceland,2023,PHAR,1,6,16.666666666666664
Iceland,2023,PSYC,1,6,16.666666666666664
India,2023,AGRI,14,204,6.862745098039216
India,2023,BIOC,17,204,8.333333333333332
India,2023,CENG,8,204,3.9215686274509802
India,2023,CHEM,8,204,3.9215686274509802
India,2023,COMP,15,204,7.352941176470589
India,2023,DECI,1,204,0.49019607843137253
India,2023,EART,3,204,1.4705882352941175
India,2023,ENER,6,204,2.941176470588235
India,2023,ENGI,16,204,7.8431372549019605
India,2023,ENVI,10,204,4.901960784313726
India,2023,IMMU,1,204,0.49019607843137253
India,2023,MATE,11,204,5.392156862745098
India,2023,MATH,2,204,0.9803921568627451
India,2023,MEDI,41,204,20.098039215686274
India,2023,MULT,4,204,1.9607843137254901
India,2023,NEUR,7,204,3.431372549019608
India,2023,PHAR,6,204,2.941176470588235
India,2023,PHYS,29,204,14.215686274509803
India,2023,PSYC,2,204,0.9803921568627451
India,2023,SOCI,3,204,1.4705882352941175
Indonesia,2023,AGRI,8,95,8.421052631578947
Indonesia,2023,ARTS,1,95,1.0526315789473684
Indonesia,2023,BIOC,3,95,3.1578947368421053
Indonesia,2023,BUSI,2,95,2.1052631578947367
Indonesia,2023,CENG,2,95,2.1052631578947367
Indonesia,2023,CHEM,2,95,2.1052631578947367
Indonesia,2023,COMP,3,95,3.1578947368421053
Indonesia,2023,EART,4,95,4.2105263157894735
Indonesia,2023,ENER,2,95,2.1052631578947367
Indonesia,2023,ENGI,7,95,7.368421052631578
Indonesia,2023,ENVI,4,95,4.2105263157894735
Indonesia,2023,IMMU,4,95,4.2105263157894735
Indonesia,2023,MEDI,26,95,27.368421052631582
Indonesia,2023,MULT,9,95,9.473684210526317
Indonesia,2023,NEUR,1,95,1.0526315789473684
Indonesia,2023,NURS,6,95,6.315789473684211
Indonesia,2023,PHAR,5,95,5.263157894736842
Indonesia,2023,PHYS,2,95,2.1052631578947367
Indonesia,2023,PSYC,2,95,2.1052631578947367
Indonesia,2023,SOCI,2,95,2.1052631578947367
Iran,2023,AGRI,2,51,3.9215686274509802
Iran,2023,BIOC,2,51,3.9215686274509802
Iran,2023,CHEM,1,51,1.9607843137254901
Iran,2023,COMP,1,51,1.9607843137254901
Iran,2023,DENT,1,51,1.9607843137254901
Iran,2023,ENGI,6,51,11.76470588235294
Iran,2023,MATE,2,51,3.9215686274509802
Iran,2023,MEDI,3,51,5.88235294117647
Iran,2023,NEUR,3,51,5.88235294117647
Iran,2023,PHYS,26,51,50.98039215686274
Iran,2023,PSYC,3,51,5.88235294117647
Iran,2023,SOCI,1,51,1.9607843137254901
Iraq,2023,AGRI,1,23,4.3478260869565215
Iraq,2023,BIOC,6,23,26.08695652173913
Iraq,2023,ENER,1,23,4.3478260869565215
Iraq,2023,ENGI,1,23,4.3478260869565215
Iraq,2023,IMMU,2,23,8.695652173913043
Iraq,2023,MEDI,4,23,17.391304347826086
Iraq,2023,NEUR,5,23,21.73913043478261
Iraq,2023,PSYC,2,23,8.695652173913043
Iraq,2023,SOCI,1,23,4.3478260869565215
Ireland,2023,EART,1,48,2.083333333333333
Ireland,2023,ENER,1,48,2.083333333333333
Ireland,2023,ENGI,5,48,10.416666666666668
Ireland,2023,ENVI,1,48,2.083333333333333
Ireland,2023,MEDI,11,48,22.916666666666664
Ireland,2023,MULT,2,48,4.166666666666666
Ireland,2023,PHYS,25,48,52.083333333333336
Ireland,2023,PSYC,2,48,4.166666666666666
Israel,2023,AGRI,1,18,5.555555555555555
Israel,2023,HEAL,1,18,5.555555555555555
Israel,2023,MEDI,8,18,44.44444444444444
Israel,2023,NEUR,1,18,5.555555555555555
Israel,2023,PSYC,6,18,33.33333333333333
Israel,2023,SOCI,1,18,5.555555555555555
Italy,2023,AGRI,2,100,2.0
Italy,2023,BIOC,3,100,3.0
Italy,2023,CENG,2,100,2.0
Italy,2023,CHEM,2,100,2.0
Italy,2023,COMP,1,100,1.0
Italy,2023,ENGI,5,100,5.0
Italy,2023,ENVI,2,100,2.0
Italy,2023,MEDI,32,100,32.0
Italy,2023,MULT,3,100,3.0
Italy,2023,NEUR,5,100,5.0
Italy,2023,PHAR,1,100,1.0
Italy,2023,PHYS,33,100,33.0
Italy,2023,PSYC,5,100,5.0
Italy,2023,SOCI,3,100,3.0
Italy,2023,VETE,1,100,1.0
Jamaica,2023,MEDI,2,2,100.0
Japan,2023,AGRI,18,280,6.428571428571428
Japan,2023,BIOC,20,280,7.142857142857142
Japan,2023,CENG,16,280,5.714285714285714
Japan,2023,CHEM,24,280,8.571428571428571
Japan,2023,COMP,12,280,4.285714285714286
Japan,2023,DENT,8,280,2.857142857142857
Japan,2023,EART,6,280,2.142857142857143
Japan,2023,ENER,8,280,2.857142857142857
Japan,2023,ENGI,17,280,6.071428571428571
Japan,2023,ENVI,16,280,5.714285714285714
Japan,2023,IMMU,5,280,1.7857142857142856
Japan,2023,MATE,18,280,6.428571428571428
Japan,2023,MEDI,46,280,16.428571428571427
Japan,2023,MULT,23,280,8.214285714285714
Japan,2023,NEUR,7,280,2.5
Japan,2023,NURS,2,280,0.7142857142857143
Japan,2023,PHAR,7,280,2.5
Japan,2023,PHYS,12,280,4.285714285714286
Japan,2023,PSYC,5,280,1.7857142857142856
Japan,2023,SOCI,8,280,2.857142857142857
Japan,2023,VETE,2,280,0.7142857142857143
Jordan,2023,ARTS,1,11,9.090909090909092
Jordan,2023,MEDI,7,11,63.63636363636363
Jordan,2023,NEUR,1,11,9.090909090909092
Jordan,2023,PHAR,1,11,9.090909090909092
Jordan,2023,SOCI,1,11,9.090909090909092
Kazakhstan,2023,ENGI,1,9,11.11111111111111
Kazakhstan,2023,ENVI,1,9,11.11111111111111
Kazakhstan,2023,MATH,1,9,11.11111111111111
Kazakhstan,2023,MEDI,1,9,11.11111111111111
Kazakhstan,2023,NEUR,1,9,11.11111111111111
Kazakhstan,2023,NURS,1,9,11.11111111111111
Kazakhstan,2023,PHYS,1,9,11.11111111111111
Kazakhstan,2023,PSYC,2,9,22.22222222222222
Kenya,2023,MEDI,2,2,100.0
Kuwait,2023,ENGI,4,32,12.5
Kuwait,2023,MEDI,2,32,6.25
Kuwait,2023,PHYS,25,32,78.125
Kuwait,2023,PSYC,1,32,3.125
Kyrgyzstan,2023,MEDI,1,2,50.0
Kyrgyzstan,2023,NEUR,1,2,50.0
Laos,2023,AGRI,1,4,25.0
Laos,2023,CHEM,1,4,25.0
Laos,2023,NEUR,1,4,25.0
Laos,2023,SOCI,1,4,25.0
Latvia,2023,ENGI,5,35,14.285714285714285
Latvia,2023,MEDI,1,35,2.857142857142857
Latvia,2023,PHYS,25,35,71.42857142857143
Latvia,2023,PSYC,3,35,8.571428571428571
Latvia,2023,SOCI,1,35,2.857142857142857
Lebanon,2023,BIOC,1,20,5.0
Lebanon,2023,CENG,2,20,10.0
Lebanon,2023,COMP,5,20,25.0
Lebanon,2023,ENER,1,20,5.0
Lebanon,2023,ENGI,2,20,10.0
Lebanon,2023,ENVI,1,20,5.0
Lebanon,2023,MATH,1,20,5.0
Lebanon,2023,MEDI,3,20,15.0
Lebanon,2023,NEUR,1,20,5.0
Lebanon,2023,PHAR,1,20,5.0
Lebanon,2023,PHYS,1,20,5.0
Lebanon,2023,PSYC,1,20,5.0
Liberia,2023,MEDI,2,2,100.0
Libya,2023,MEDI,2,2,100.0
Lithuania,2023,DENT,1,34,2.941176470588235
Lithuania,2023,ENGI,5,34,14.705882352941178
Lithuania,2023,MEDI,1,34,2.941176470588235
Lithuania,2023,PHYS,25,34,73.52941176470588
Lithuania,2023,PSYC,1,34,2.941176470588235
Lithuania,2023,SOCI,1,34,2.941176470588235
Luxembourg,2023,ECON,1,2,50.0
Luxembourg,2023,MEDI,1,2,50.0
Macao,2023,MEDI,2,4,50.0
Macao,2023,PHAR,1,4,25.0
Macao,2023,PSYC,1,4,25.0
Madagascar,2023,IMMU,1,1,100.0
Malawi,2023,AGRI,1,3,33.33333333333333
Malawi,2023,MEDI,1,3,33.33333333333333
Malawi,2023,MULT,1,3,33.33333333333333
Malaysia,2023,AGRI,6,129,4.651162790697675
Malaysia,2023,ARTS,1,129,0.7751937984496124
Malaysia,2023,BIOC,4,129,3.10077519379845
Malaysia,2023,CENG,7,129,5.426356589147287
Malaysia,2023,CHEM,1,129,0.7751937984496124
Malaysia,2023,COMP,2,129,1.550387596899225
Malaysia,2023,EART,3,129,2.3255813953488373
Malaysia,2023,ENER,6,129,4.651162790697675
Malaysia,2023,ENGI,13,129,10.077519379844961
Malaysia,2023,ENVI,3,129,2.3255813953488373
Malaysia,2023,IMMU,1,129,0.7751937984496124
Malaysia,2023,MATE,3,129,2.3255813953488373
Malaysia,2023,MEDI,33,129,25.581395348837212
Malaysia,2023,MULT,2,129,1.550387596899225
Malaysia,2023,NEUR,3,129,2.3255813953488373
Malaysia,2023,PHAR,4,129,3.10077519379845
Malaysia,2023,PHYS,25,129,19.379844961240313
Malaysia,2023,PSYC,3,129,2.3255813953488373
Malaysia,2023,SOCI,7,129,5.426356589147287
Malaysia,2023,VETE,2,129,1.550387596899225
Maldives,2023,MEDI,1,1,100.0
Mali,2023,MEDI,1,1,100.0
Malta,2023,MULT,1,3,33.33333333333333
Malta,2023,NEUR,1,3,33.33333333333333
Malta,2023,PSYC,1,3,33.33333333333333
Mauritania,2023,MEDI,1,1,100.0
Mexico,2023,AGRI,1,67,1.4925373134328357
Mexico,2023,BIOC,2,67,2.9850746268656714
Mexico,2023,CENG,1,67,1.4925373134328357
Mexico,2023,CHEM,1,67,1.4925373134328357
Mexico,2023,ENER,1,67,1.4925373134328357
Mexico,2023,ENGI,5,67,7.462686567164178
Mexico,2023,ENVI,1,67,1.4925373134328357
Mexico,2023,MATE,2,67,2.9850746268656714
Mexico,2023,MEDI,19,67,28.35820895522388
Mexico,2023,MULT,3,67,4.477611940298507
Mexico,2023,NEUR,1,67,1.4925373134328357
Mexico,2023,PHYS,27,67,40.298507462686565
Mexico,2023,PSYC,1,67,1.4925373134328357
Mexico,2023,SOCI,2,67,2.9850746268656714
Mongolia,2023,ENGI,1,4,25.0
Mongolia,2023,MEDI,3,4,75.0
Montenegro,2023,ENGI,4,30,13.333333333333334
Montenegro,2023,MEDI,1,30,3.3333333333333335
Montenegro,2023,PHYS,25,30,83.33333333333334
Morocco,2023,CHEM,1,4,25.0
Morocco,2023,MEDI,2,4,50.0
Morocco,2023,NEUR,1,4,25.0
Myanmar,2023,AGRI,1,4,25.0
Myanmar,2023,ENVI,1,4,25.0
Myanmar,2023,NEUR,1,4,25.0
Myanmar,2023,PHAR,1,4,25.0
Nepal,2023,AGRI,2,12,16.666666666666664
Nepal,2023,ENVI,3,12,25.0
Nepal,2023,MATE,1,12,8.333333333333332
Nepal,2023,MEDI,5,12,41.66666666666667
