Country,Year,Subject Area,Number of Documents,Total Documents,Percentage
Mexico,2024,DECI,1,26,3.8461538461538463
Mexico,2024,EART,4,26,15.384615384615385
Mexico,2024,ENVI,1,26,3.8461538461538463
Mexico,2024,MATE,1,26,3.8461538461538463
Mexico,2024,MATH,1,26,3.8461538461538463
Mexico,2024,MEDI,2,26,7.6923076923076925
Mexico,2024,MULT,2,26,7.6923076923076925
Mexico,2024,NEUR,1,26,3.8461538461538463
Mexico,2024,PHYS,2,26,7.6923076923076925
Mexico,2024,SOCI,1,26,3.8461538461538463
Mexico,2024,VETE,1,26,3.8461538461538463
Moldova,2024,NURS,1,1,100.0
Monaco,2024,MULT,1,1,100.0
Mongolia,2024,EART,1,1,100.0
Morocco,2024,AGRI,1,23,4.3478260869565215
Morocco,2024,ARTS,1,23,4.3478260869565215
Morocco,2024,BIOC,4,23,17.391304347826086
Morocco,2024,BUSI,1,23,4.3478260869565215
Morocco,2024,CENG,4,23,17.391304347826086
Morocco,2024,CHEM,1,23,4.3478260869565215
Morocco,2024,EART,1,23,4.3478260869565215
Morocco,2024,ECON,1,23,4.3478260869565215
Morocco,2024,ENVI,1,23,4.3478260869565215
Morocco,2024,HEAL,1,23,4.3478260869565215
Morocco,2024,MULT,3,23,13.043478260869565
Morocco,2024,PSYC,1,23,4.3478260869565215
Morocco,2024,SOCI,2,23,8.695652173913043
Morocco,2024,VETE,1,23,4.3478260869565215
Nepal,2024,DENT,1,4,25.0
Nepal,2024,ECON,1,4,25.0
Nepal,2024,MULT,2,4,50.0
Netherlands,2024,AGRI,1,44,2.272727272727273
Netherlands,2024,ARTS,1,44,2.272727272727273
Netherlands,2024,BIOC,1,44,2.272727272727273
Netherlands,2024,BUSI,1,44,2.272727272727273
Netherlands,2024,CENG,1,44,2.272727272727273
Netherlands,2024,COMP,2,44,4.545454545454546
Netherlands,2024,DECI,1,44,2.272727272727273
Netherlands,2024,DENT,5,44,11.363636363636363
Netherlands,2024,EART,3,44,6.8181818181818175
Netherlands,2024,HEAL,6,44,13.636363636363635
Netherlands,2024,MULT,5,44,11.363636363636363
Netherlands,2024,NEUR,4,44,9.090909090909092
Netherlands,2024,NURS,4,44,9.090909090909092
Netherlands,2024,PSYC,3,44,6.8181818181818175
Netherlands,2024,VETE,6,44,13.636363636363635
New Zealand,2024,AGRI,1,18,5.555555555555555
New Zealand,2024,ARTS,2,18,11.11111111111111
New Zealand,2024,EART,3,18,16.666666666666664
New Zealand,2024,HEAL,1,18,5.555555555555555
New Zealand,2024,MEDI,2,18,11.11111111111111
New Zealand,2024,NURS,4,18,22.22222222222222
New Zealand,2024,PHAR,1,18,5.555555555555555
New Zealand,2024,PHYS,1,18,5.555555555555555
New Zealand,2024,SOCI,2,18,11.11111111111111
New Zealand,2024,VETE,1,18,5.555555555555555
Nicaragua,2024,DENT,1,1,100.0
Nigeria,2024,BIOC,1,18,5.555555555555555
Nigeria,2024,DECI,1,18,5.555555555555555
Nigeria,2024,DENT,2,18,11.11111111111111
Nigeria,2024,ECON,3,18,16.666666666666664
Nigeria,2024,HEAL,1,18,5.555555555555555
Nigeria,2024,MULT,1,18,5.555555555555555
Nigeria,2024,NEUR,2,18,11.11111111111111
Nigeria,2024,NURS,2,18,11.11111111111111
Nigeria,2024,VETE,5,18,27.77777777777778
Norway,2024,ARTS,1,24,4.166666666666666
Norway,2024,BIOC,1,24,4.166666666666666
Norway,2024,CENG,1,24,4.166666666666666
Norway,2024,CHEM,1,24,4.166666666666666
Norway,2024,DENT,1,24,4.166666666666666
Norway,2024,EART,1,24,4.166666666666666
Norway,2024,ECON,3,24,12.5
Norway,2024,ENER,2,24,8.333333333333332
Norway,2024,ENGI,2,24,8.333333333333332
Norway,2024,ENVI,2,24,8.333333333333332
Norway,2024,HEAL,3,24,12.5
Norway,2024,MATH,3,24,12.5
Norway,2024,NEUR,1,24,4.166666666666666
Norway,2024,NURS,2,24,8.333333333333332
Oman,2024,ARTS,1,5,20.0
Oman,2024,BUSI,1,5,20.0
Oman,2024,MEDI,1,5,20.0
Oman,2024,SOCI,2,5,40.0
Pakistan,2024,AGRI,3,52,5.769230769230769
Pakistan,2024,CENG,3,52,5.769230769230769
Pakistan,2024,CHEM,4,52,7.6923076923076925
Pakistan,2024,DECI,1,52,1.9230769230769231
Pakistan,2024,DENT,4,52,7.6923076923076925
Pakistan,2024,EART,6,52,11.538461538461538
Pakistan,2024,ECON,1,52,1.9230769230769231
Pakistan,2024,IMMU,2,52,3.8461538461538463
Pakistan,2024,MATE,4,52,7.6923076923076925
Pakistan,2024,MATH,1,52,1.9230769230769231
Pakistan,2024,MEDI,4,52,7.6923076923076925
Pakistan,2024,MULT,5,52,9.615384615384617
Pakistan,2024,NURS,1,52,1.9230769230769231
Pakistan,2024,PHAR,1,52,1.9230769230769231
Pakistan,2024,PHYS,10,52,19.230769230769234
Pakistan,2024,VETE,2,52,3.8461538461538463
Palestine,2024,ARTS,11,11,100.0
Peru,2024,AGRI,1,6,16.666666666666664
Peru,2024,BIOC,1,6,16.666666666666664
Peru,2024,ECON,1,6,16.666666666666664
Peru,2024,MULT,1,6,16.666666666666664
Peru,2024,NEUR,1,6,16.666666666666664
Peru,2024,SOCI,1,6,16.666666666666664
Philippines,2024,AGRI,3,13,23.076923076923077
Philippines,2024,ECON,4,13,30.76923076923077
Philippines,2024,ENVI,2,13,15.384615384615385
Philippines,2024,MULT,1,13,7.6923076923076925
Philippines,2024,PSYC,1,13,7.6923076923076925
Philippines,2024,SOCI,1,13,7.6923076923076925
Philippines,2024,VETE,1,13,7.6923076923076925
Poland,2024,ARTS,1,66,1.5151515151515151
Poland,2024,BIOC,2,66,3.0303030303030303
Poland,2024,BUSI,14,66,21.21212121212121
Poland,2024,CENG,1,66,1.5151515151515151
Poland,2024,COMP,2,66,3.0303030303030303
Poland,2024,DENT,2,66,3.0303030303030303
Poland,2024,EART,3,66,4.545454545454546
Poland,2024,ECON,14,66,21.21212121212121
Poland,2024,ENER,3,66,4.545454545454546
Poland,2024,ENGI,3,66,4.545454545454546
Poland,2024,ENVI,3,66,4.545454545454546
Poland,2024,MATE,2,66,3.0303030303030303
Poland,2024,MATH,4,66,6.0606060606060606
Poland,2024,MULT,1,66,1.5151515151515151
Poland,2024,NEUR,1,66,1.5151515151515151
Poland,2024,NURS,2,66,3.0303030303030303
Poland,2024,PHAR,1,66,1.5151515151515151
Poland,2024,PHYS,3,66,4.545454545454546
Poland,2024,SOCI,1,66,1.5151515151515151
Poland,2024,VETE,3,66,4.545454545454546
Portugal,2024,AGRI,3,43,6.976744186046512
Portugal,2024,BIOC,2,43,4.651162790697675
Portugal,2024,BUSI,3,43,6.976744186046512
Portugal,2024,CENG,4,43,9.30232558139535
Portugal,2024,CHEM,1,43,2.3255813953488373
Portugal,2024,COMP,2,43,4.651162790697675
Portugal,2024,DECI,2,43,4.651162790697675
Portugal,2024,EART,3,43,6.976744186046512
Portugal,2024,ECON,3,43,6.976744186046512
Portugal,2024,ENVI,1,43,2.3255813953488373
Portugal,2024,HEAL,4,43,9.30232558139535
Portugal,2024,IMMU,1,43,2.3255813953488373
Portugal,2024,MEDI,1,43,2.3255813953488373
Portugal,2024,MULT,3,43,6.976744186046512
Portugal,2024,NEUR,3,43,6.976744186046512
Portugal,2024,PHAR,3,43,6.976744186046512
Portugal,2024,PSYC,2,43,4.651162790697675
Portugal,2024,SOCI,2,43,4.651162790697675
Qatar,2024,ARTS,3,7,42.857142857142854
Qatar,2024,BIOC,1,7,14.285714285714285
Qatar,2024,CENG,1,7,14.285714285714285
Qatar,2024,MEDI,1,7,14.285714285714285
Qatar,2024,PHYS,1,7,14.285714285714285
Romania,2024,ENVI,1,4,25.0
Romania,2024,PHYS,1,4,25.0
Romania,2024,SOCI,1,4,25.0
Romania,2024,VETE,1,4,25.0
Russian Federation,2024,BIOC,6,53,11.320754716981133
Russian Federation,2024,CENG,1,53,1.8867924528301887
Russian Federation,2024,CHEM,4,53,7.547169811320755
Russian Federation,2024,COMP,2,53,3.7735849056603774
Russian Federation,2024,EART,1,53,1.8867924528301887
Russian Federation,2024,ECON,13,53,24.528301886792452
Russian Federation,2024,ENER,2,53,3.7735849056603774
Russian Federation,2024,ENGI,2,53,3.7735849056603774
Russian Federation,2024,ENVI,2,53,3.7735849056603774
Russian Federation,2024,MATE,5,53,9.433962264150944
Russian Federation,2024,MATH,2,53,3.7735849056603774
Russian Federation,2024,MEDI,1,53,1.8867924528301887
Russian Federation,2024,MULT,2,53,3.7735849056603774
Russian Federation,2024,NEUR,1,53,1.8867924528301887
Russian Federation,2024,NURS,2,53,3.7735849056603774
Russian Federation,2024,PHYS,7,53,13.20754716981132
Rwanda,2024,DENT,2,3,66.66666666666666
Rwanda,2024,VETE,1,3,33.33333333333333
Saudi Arabia,2024,AGRI,1,48,2.083333333333333
Saudi Arabia,2024,ARTS,1,48,2.083333333333333
Saudi Arabia,2024,BIOC,1,48,2.083333333333333
Saudi Arabia,2024,CENG,5,48,10.416666666666668
Saudi Arabia,2024,COMP,4,48,8.333333333333332
Saudi Arabia,2024,DENT,10,48,20.833333333333336
Saudi Arabia,2024,ECON,3,48,6.25
Saudi Arabia,2024,ENER,2,48,4.166666666666666
Saudi Arabia,2024,ENGI,2,48,4.166666666666666
Saudi Arabia,2024,ENVI,3,48,6.25
Saudi Arabia,2024,HEAL,3,48,6.25
Saudi Arabia,2024,MATE,3,48,6.25
Saudi Arabia,2024,MATH,1,48,2.083333333333333
Saudi Arabia,2024,MEDI,1,48,2.083333333333333
Saudi Arabia,2024,NEUR,3,48,6.25
Saudi Arabia,2024,NURS,1,48,2.083333333333333
Saudi Arabia,2024,PHYS,2,48,4.166666666666666
Saudi Arabia,2024,PSYC,2,48,4.166666666666666
Serbia,2024,ARTS,1,10,10.0
Serbia,2024,ENER,1,10,10.0
Serbia,2024,ENGI,1,10,10.0
Serbia,2024,ENVI,1,10,10.0
Serbia,2024,MATE,1,10,10.0
Serbia,2024,MATH,1,10,10.0
Serbia,2024,PHYS,1,10,10.0
Serbia,2024,SOCI,2,10,20.0
Serbia,2024,VETE,1,10,10.0
Singapore,2024,ARTS,1,28,3.571428571428571
Singapore,2024,BIOC,1,28,3.571428571428571
Singapore,2024,BUSI,1,28,3.571428571428571
Singapore,2024,CENG,1,28,3.571428571428571
Singapore,2024,CHEM,1,28,3.571428571428571
Singapore,2024,COMP,1,28,3.571428571428571
Singapore,2024,DECI,2,28,7.142857142857142
Singapore,2024,DENT,2,28,7.142857142857142
Singapore,2024,ENER,3,28,10.714285714285714
Singapore,2024,ENGI,3,28,10.714285714285714
Singapore,2024,ENVI,2,28,7.142857142857142
Singapore,2024,MATH,2,28,7.142857142857142
Singapore,2024,MULT,2,28,7.142857142857142
Singapore,2024,NEUR,1,28,3.571428571428571
Singapore,2024,NURS,1,28,3.571428571428571
Singapore,2024,PSYC,1,28,3.571428571428571
Singapore,2024,SOCI,1,28,3.571428571428571
Singapore,2024,VETE,2,28,7.142857142857142
Slovakia,2024,ECON,1,1,100.0
Slovenia,2024,CHEM,1,5,20.0
Slovenia,2024,COMP,1,5,20.0
Slovenia,2024,MULT,2,5,40.0
Slovenia,2024,PHAR,1,5,20.0
South Africa,2024,AGRI,1,34,2.941176470588235
South Africa,2024,ARTS,1,34,2.941176470588235
South Africa,2024,BIOC,3,34,8.823529411764707
South Africa,2024,BUSI,4,34,11.76470588235294
South Africa,2024,COMP,3,34,8.823529411764707
South Africa,2024,DENT,1,34,2.941176470588235
South Africa,2024,EART,2,34,5.88235294117647
South Africa,2024,ECON,3,34,8.823529411764707
South Africa,2024,MULT,2,34,5.88235294117647
South Africa,2024,NEUR,2,34,5.88235294117647
South Africa,2024,SOCI,8,34,23.52941176470588
South Africa,2024,VETE,4,34,11.76470588235294
South Korea,2024,AGRI,4,177,2.2598870056497176
South Korea,2024,ARTS,1,177,0.5649717514124294
South Korea,2024,BIOC,10,177,5.649717514124294
South Korea,2024,BUSI,5,177,2.824858757062147
South Korea,2024,CENG,32,177,18.07909604519774
South Korea,2024,CHEM,12,177,6.779661016949152
South Korea,2024,COMP,9,177,5.084745762711865
South Korea,2024,DECI,8,177,4.519774011299435
South Korea,2024,DENT,9,177,5.084745762711865
South Korea,2024,ECON,3,177,1.694915254237288
South Korea,2024,ENER,4,177,2.2598870056497176
South Korea,2024,ENGI,4,177,2.2598870056497176
South Korea,2024,ENVI,4,177,2.2598870056497176
South Korea,2024,HEAL,4,177,2.2598870056497176
South Korea,2024,IMMU,1,177,0.5649717514124294
South Korea,2024,MATE,18,177,10.16949152542373
South Korea,2024,MATH,4,177,2.2598870056497176
South Korea,2024,MEDI,1,177,0.5649717514124294
South Korea,2024,MULT,10,177,5.649717514124294
South Korea,2024,NEUR,8,177,4.519774011299435
South Korea,2024,NURS,3,177,1.694915254237288
South Korea,2024,PHAR,3,177,1.694915254237288
South Korea,2024,PHYS,7,177,3.954802259887006
South Korea,2024,PSYC,5,177,2.824858757062147
South Korea,2024,SOCI,2,177,1.1299435028248588
South Korea,2024,VETE,6,177,3.389830508474576
Spain,2024,AGRI,3,100,3.0
Spain,2024,ARTS,3,100,3.0
Spain,2024,BIOC,4,100,4.0
Spain,2024,BUSI,1,100,1.0
Spain,2024,CENG,3,100,3.0
Spain,2024,CHEM,4,100,4.0
Spain,2024,COMP,1,100,1.0
Spain,2024,DECI,4,100,4.0
Spain,2024,DENT,3,100,3.0
Spain,2024,EART,4,100,4.0
Spain,2024,ECON,6,100,6.0
Spain,2024,ENER,4,100,4.0
Spain,2024,ENGI,4,100,4.0
Spain,2024,ENVI,6,100,6.0
Spain,2024,HEAL,11,100,11.0
Spain,2024,MATE,3,100,3.0
Spain,2024,MATH,4,100,4.0
Spain,2024,MULT,4,100,4.0
Spain,2024,NEUR,6,100,6.0
Spain,2024,NURS,2,100,2.0
Spain,2024,PHAR,3,100,3.0
Spain,2024,PHYS,2,100,2.0
Spain,2024,PSYC,2,100,2.0
Spain,2024,SOCI,4,100,4.0
Spain,2024,VETE,9,100,9.0
Sri Lanka,2024,CENG,1,2,50.0
Sri Lanka,2024,DECI,1,2,50.0
Sudan,2024,AGRI,1,2,50.0
Sudan,2024,NURS,1,2,50.0
Sweden,2024,ARTS,4,60,6.666666666666667
Sweden,2024,BIOC,1,60,1.6666666666666667
Sweden,2024,CENG,1,60,1.6666666666666667
Sweden,2024,COMP,2,60,3.3333333333333335
Sweden,2024,DENT,3,60,5.0
Sweden,2024,EART,14,60,23.333333333333332
Sweden,2024,ECON,13,60,21.666666666666668
Sweden,2024,ENER,1,60,1.6666666666666667
Sweden,2024,ENGI,2,60,3.3333333333333335
Sweden,2024,ENVI,2,60,3.3333333333333335
Sweden,2024,HEAL,4,60,6.666666666666667
Sweden,2024,MATH,1,60,1.6666666666666667
Sweden,2024,MEDI,1,60,1.6666666666666667
Sweden,2024,MULT,1,60,1.6666666666666667
Sweden,2024,NEUR,2,60,3.3333333333333335
Sweden,2024,NURS,1,60,1.6666666666666667
Sweden,2024,PHAR,2,60,3.3333333333333335
Sweden,2024,SOCI,2,60,3.3333333333333335
Sweden,2024,VETE,3,60,5.0
Switzerland,2024,ARTS,6,61,9.836065573770492
Switzerland,2024,BIOC,1,61,1.639344262295082
Switzerland,2024,BUSI,2,61,3.278688524590164
Switzerland,2024,COMP,7,61,11.475409836065573
Switzerland,2024,DECI,2,61,3.278688524590164
Switzerland,2024,DENT,2,61,3.278688524590164
Switzerland,2024,EART,2,61,3.278688524590164
Switzerland,2024,ECON,2,61,3.278688524590164
Switzerland,2024,HEAL,4,61,6.557377049180328
Switzerland,2024,MATE,1,61,1.639344262295082
Switzerland,2024,MATH,1,61,1.639344262295082
Switzerland,2024,MULT,4,61,6.557377049180328
Switzerland,2024,NEUR,1,61,1.639344262295082
Switzerland,2024,NURS,5,61,8.19672131147541
Switzerland,2024,PHAR,3,61,4.918032786885246
Switzerland,2024,PHYS,2,61,3.278688524590164
Switzerland,2024,PSYC,1,61,1.639344262295082
Switzerland,2024,SOCI,7,61,11.475409836065573
Switzerland,2024,VETE,8,61,13.114754098360656
Syrian Arab Republic,2024,ARTS,1,4,25.0
Syrian Arab Republic,2024,DENT,3,4,75.0
Taiwan,2024,AGRI,4,47,8.51063829787234
Taiwan,2024,BUSI,1,47,2.127659574468085
Taiwan,2024,CENG,3,47,6.382978723404255
Taiwan,2024,CHEM,2,47,4.25531914893617
Taiwan,2024,DECI,5,47,10.638297872340425
Taiwan,2024,DENT,3,47,6.382978723404255
Taiwan,2024,EART,2,47,4.25531914893617
Taiwan,2024,ECON,1,47,2.127659574468085
Taiwan,2024,ENVI,1,47,2.127659574468085
Taiwan,2024,IMMU,1,47,2.127659574468085
Taiwan,2024,MATE,6,47,12.76595744680851
Taiwan,2024,MEDI,1,47,2.127659574468085
Taiwan,2024,MULT,3,47,6.382978723404255
Taiwan,2024,NEUR,1,47,2.127659574468085
Taiwan,2024,NURS,2,47,4.25531914893617
Taiwan,2024,PHAR,2,47,4.25531914893617
Taiwan,2024,PHYS,1,47,2.127659574468085
Taiwan,2024,PSYC,2,47,4.25531914893617
Taiwan,2024,SOCI,1,47,2.127659574468085
Taiwan,2024,VETE,5,47,10.638297872340425
Tanzania,2024,MEDI,3,7,42.857142857142854
Tanzania,2024,MULT,3,7,42.857142857142854
Tanzania,2024,PHYS,1,7,14.285714285714285
Thailand,2024,AGRI,5,39,12.82051282051282
Thailand,2024,ARTS,1,39,2.564102564102564
Thailand,2024,BIOC,1,39,2.564102564102564
Thailand,2024,CENG,1,39,2.564102564102564
Thailand,2024,CHEM,4,39,10.256410256410255
Thailand,2024,DECI,1,39,2.564102564102564
Thailand,2024,DENT,2,39,5.128205128205128
Thailand,2024,ECON,1,39,2.564102564102564
Thailand,2024,ENER,2,39,5.128205128205128
Thailand,2024,ENGI,2,39,5.128205128205128
Thailand,2024,ENVI,2,39,5.128205128205128
Thailand,2024,HEAL,3,39,7.6923076923076925
Thailand,2024,IMMU,1,39,2.564102564102564
Thailand,2024,MATE,1,39,2.564102564102564
Thailand,2024,MATH,2,39,5.128205128205128
Thailand,2024,MEDI,1,39,2.564102564102564
Thailand,2024,MULT,1,39,2.564102564102564
Thailand,2024,NEUR,1,39,2.564102564102564
Thailand,2024,PHAR,1,39,2.564102564102564
Thailand,2024,PSYC,2,39,5.128205128205128
Thailand,2024,SOCI,1,39,2.564102564102564
Thailand,2024,VETE,3,39,7.6923076923076925
Togo,2024,PHYS,1,1,100.0
Tunisia,2024,AGRI,2,22,9.090909090909092
Tunisia,2024,BUSI,1,22,4.545454545454546
Tunisia,2024,CENG,1,22,4.545454545454546
Tunisia,2024,CHEM,1,22,4.545454545454546
Tunisia,2024,DECI,1,22,4.545454545454546
Tunisia,2024,DENT,1,22,4.545454545454546
Tunisia,2024,ENER,2,22,9.090909090909092
Tunisia,2024,ENGI,2,22,9.090909090909092
Tunisia,2024,ENVI,3,22,13.636363636363635
Tunisia,2024,HEAL,1,22,4.545454545454546
Tunisia,2024,MATE,2,22,9.090909090909092
Tunisia,2024,MATH,2,22,9.090909090909092
Tunisia,2024,MULT,1,22,4.545454545454546
Tunisia,2024,PHYS,1,22,4.545454545454546
Tunisia,2024,VETE,1,22,4.545454545454546
Turkey,2024,AGRI,3,89,3.3707865168539324
Turkey,2024,ARTS,2,89,2.247191011235955
Turkey,2024,BIOC,1,89,1.1235955056179776
Turkey,2024,BUSI,2,89,2.247191011235955
Turkey,2024,CHEM,2,89,2.247191011235955
Turkey,2024,COMP,2,89,2.247191011235955
Turkey,2024,DECI,6,89,6.741573033707865
Turkey,2024,DENT,23,89,25.842696629213485
Turkey,2024,EART,2,89,2.247191011235955
Turkey,2024,ECON,1,89,1.1235955056179776
Turkey,2024,ENER,5,89,5.617977528089887
Turkey,2024,ENGI,6,89,6.741573033707865
Turkey,2024,ENVI,5,89,5.617977528089887
Turkey,2024,IMMU,1,89,1.1235955056179776
Turkey,2024,MATE,4,89,4.49438202247191
Turkey,2024,MATH,5,89,5.617977528089887
Turkey,2024,MULT,2,89,2.247191011235955
Turkey,2024,NURS,9,89,10.112359550561797
Turkey,2024,PHAR,1,89,1.1235955056179776
Turkey,2024,PHYS,2,89,2.247191011235955
Turkey,2024,PSYC,1,89,1.1235955056179776
Turkey,2024,SOCI,2,89,2.247191011235955
Turkey,2024,VETE,2,89,2.247191011235955
Uganda,2024,BUSI,1,7,14.285714285714285
Uganda,2024,COMP,1,7,14.285714285714285
Uganda,2024,DENT,3,7,42.857142857142854
Uganda,2024,SOCI,1,7,14.285714285714285
Uganda,2024,VETE,1,7,14.285714285714285
Ukraine,2024,AGRI,1,15,6.666666666666667
Ukraine,2024,BIOC,4,15,26.666666666666668
Ukraine,2024,ENER,1,15,6.666666666666667
Ukraine,2024,ENGI,1,15,6.666666666666667
Ukraine,2024,ENVI,1,15,6.666666666666667
Ukraine,2024,MATH,4,15,26.666666666666668
Ukraine,2024,MEDI,1,15,6.666666666666667
Ukraine,2024,MULT,1,15,6.666666666666667
Ukraine,2024,SOCI,1,15,6.666666666666667
United Arab Emirates,2024,AGRI,1,24,4.166666666666666
United Arab Emirates,2024,ARTS,1,24,4.166666666666666
United Arab Emirates,2024,CENG,2,24,8.333333333333332
United Arab Emirates,2024,CHEM,2,24,8.333333333333332
United Arab Emirates,2024,COMP,2,24,8.333333333333332
United Arab Emirates,2024,ENER,1,24,4.166666666666666
United Arab Emirates,2024,ENGI,1,24,4.166666666666666
United Arab Emirates,2024,ENVI,1,24,4.166666666666666
United Arab Emirates,2024,HEAL,2,24,8.333333333333332
United Arab Emirates,2024,IMMU,1,24,4.166666666666666
United Arab Emirates,2024,MATH,1,24,4.166666666666666
United Arab Emirates,2024,MEDI,1,24,4.166666666666666
United Arab Emirates,2024,MULT,2,24,8.333333333333332
United Arab Emirates,2024,NURS,1,24,4.166666666666666
United Arab Emirates,2024,PHAR,2,24,8.333333333333332
United Arab Emirates,2024,PHYS,1,24,4.166666666666666
United Arab Emirates,2024,SOCI,2,24,8.333333333333332
United Kingdom,2024,ARTS,22,335,6.567164179104477
United Kingdom,2024,BIOC,8,335,2.3880597014925375
United Kingdom,2024,BUSI,23,335,6.865671641791045
United Kingdom,2024,CENG,4,335,1.1940298507462688
United Kingdom,2024,CHEM,2,335,0.5970149253731344
United Kingdom,2024,COMP,8,335,2.3880597014925375
United Kingdom,2024,DECI,6,335,1.791044776119403
United Kingdom,2024,DENT,5,335,1.4925373134328357
United Kingdom,2024,EART,39,335,11.641791044776118
United Kingdom,2024,ECON,32,335,9.55223880597015
United Kingdom,2024,ENER,3,335,0.8955223880597015
United Kingdom,2024,ENGI,5,335,1.4925373134328357
United Kingdom,2024,ENVI,4,335,1.1940298507462688
United Kingdom,2024,HEAL,46,335,13.73134328358209
United Kingdom,2024,MATH,6,335,1.791044776119403
United Kingdom,2024,MEDI,8,335,2.3880597014925375
United Kingdom,2024,MULT,3,335,0.8955223880597015
United Kingdom,2024,NEUR,9,335,2.6865671641791042
United Kingdom,2024,NURS,16,335,4.776119402985075
United Kingdom,2024,PHAR,10,335,2.9850746268656714
United Kingdom,2024,PHYS,3,335,0.8955223880597015
United Kingdom,2024,PSYC,23,335,6.865671641791045
United Kingdom,2024,SOCI,37,335,11.044776119402986
United Kingdom,2024,VETE,13,335,3.880597014925373
United States,2024,AGRI,4,723,0.5532503457814661
United States,2024,ARTS,46,723,6.36237897648686
United States,2024,BIOC,37,723,5.117565698478561
United States,2024,BUSI,22,723,3.0428769017980635
United States,2024,CENG,7,723,0.9681881051175657
United States,2024,CHEM,2,723,0.2766251728907331
United States,2024,COMP,40,723,5.532503457814661
United States,2024,DECI,21,723,2.904564315352697
United States,2024,DENT,14,723,1.9363762102351314
United States,2024,EART,24,723,3.319502074688797
United States,2024,ECON,16,723,2.2130013831258646
United States,2024,ENER,9,723,1.2448132780082988
United States,2024,ENGI,11,723,1.5214384508990317
United States,2024,ENVI,8,723,1.1065006915629323
United States,2024,HEAL,63,723,8.71369294605809
United States,2024,IMMU,3,723,0.4149377593360996
United States,2024,MATE,6,723,0.8298755186721992
United States,2024,MATH,9,723,1.2448132780082988
United States,2024,MEDI,35,723,4.840940525587829
United States,2024,MULT,28,723,3.872752420470263
United States,2024,NEUR,48,723,6.639004149377594
United States,2024,NURS,67,723,9.266943291839558
United States,2024,PHAR,8,723,1.1065006915629323
United States,2024,PHYS,8,723,1.1065006915629323
United States,2024,PSYC,63,723,8.71369294605809
United States,2024,SOCI,58,723,8.022130013831259
United States,2024,VETE,66,723,9.12863070539419
Uruguay,2024,MULT,1,1,100.0
Venezuela,2024,ARTS,4,9,44.44444444444444
Venezuela,2024,DENT,1,9,11.11111111111111
Venezuela,2024,SOCI,4,9,44.44444444444444
Viet Nam,2024,AGRI,5,28,17.857142857142858
Viet Nam,2024,BUSI,3,28,10.714285714285714
Viet Nam,2024,CENG,1,28,3.571428571428571
Viet Nam,2024,CHEM,2,28,7.142857142857142
Viet Nam,2024,COMP,1,28,3.571428571428571
Viet Nam,2024,DECI,1,28,3.571428571428571
Viet Nam,2024,ECON,7,28,25.0
Viet Nam,2024,NEUR,1,28,3.571428571428571
Viet Nam,2024,NURS,1,28,3.571428571428571
Viet Nam,2024,PHYS,1,28,3.571428571428571
Viet Nam,2024,SOCI,4,28,14.285714285714285
Viet Nam,2024,VETE,1,28,3.571428571428571
Yemen,2024,AGRI,1,2,50.0
Yemen,2024,CHEM,1,2,50.0
Zambia,2024,VETE,1,1,100.0
