Country,Year,Subject Area,Number of Documents,Total Documents,Percentage
China,2024,DECI,192,3384,5.673758865248227
China,2024,DENT,62,3384,1.8321513002364065
China,2024,EART,97,3384,2.8664302600472813
China,2024,ECON,37,3384,1.0933806146572105
China,2024,ENER,207,3384,6.117021276595745
China,2024,ENGI,200,3384,5.91016548463357
China,2024,ENVI,190,3384,5.614657210401891
China,2024,HEAL,29,3384,0.8569739952718677
China,2024,IMMU,258,3384,7.624113475177305
China,2024,MATE,202,3384,5.969267139479905
China,2024,MATH,191,3384,5.6442080378250585
China,2024,MEDI,140,3384,4.137115839243498
China,2024,MULT,92,3384,2.7186761229314422
China,2024,NEUR,117,3384,3.4574468085106385
China,2024,NURS,35,3384,1.0342789598108746
China,2024,PHAR,187,3384,5.526004728132388
China,2024,PHYS,176,3384,5.200945626477541
China,2024,PSYC,63,3384,1.8617021276595744
China,2024,VETE,53,3384,1.5661938534278959
Colombia,2024,CENG,1,10,10.0
Colombia,2024,COMP,1,10,10.0
Colombia,2024,ENER,1,10,10.0
Colombia,2024,ENGI,1,10,10.0
Colombia,2024,ENVI,1,10,10.0
Colombia,2024,MATH,1,10,10.0
Colombia,2024,NURS,1,10,10.0
Colombia,2024,PHYS,1,10,10.0
Colombia,2024,SOCI,2,10,20.0
Croatia,2024,AGRI,1,11,9.090909090909092
Croatia,2024,BIOC,1,11,9.090909090909092
Croatia,2024,BUSI,1,11,9.090909090909092
Croatia,2024,CHEM,1,11,9.090909090909092
Croatia,2024,ECON,1,11,9.090909090909092
Croatia,2024,ENER,1,11,9.090909090909092
Croatia,2024,ENGI,1,11,9.090909090909092
Croatia,2024,ENVI,1,11,9.090909090909092
Croatia,2024,MATH,1,11,9.090909090909092
Croatia,2024,PHAR,1,11,9.090909090909092
Croatia,2024,SOCI,1,11,9.090909090909092
Cuba,2024,PHAR,1,2,50.0
Cuba,2024,VETE,1,2,50.0
Cyprus,2024,BIOC,2,4,50.0
Cyprus,2024,DENT,2,4,50.0
Czech Republic,2024,BIOC,3,14,21.428571428571427
Czech Republic,2024,CENG,1,14,7.142857142857142
Czech Republic,2024,CHEM,1,14,7.142857142857142
Czech Republic,2024,DENT,1,14,7.142857142857142
Czech Republic,2024,ENER,1,14,7.142857142857142
Czech Republic,2024,ENGI,1,14,7.142857142857142
Czech Republic,2024,ENVI,1,14,7.142857142857142
Czech Republic,2024,MATH,1,14,7.142857142857142
Czech Republic,2024,MULT,1,14,7.142857142857142
Czech Republic,2024,NEUR,2,14,14.285714285714285
Czech Republic,2024,PHYS,1,14,7.142857142857142
Denmark,2024,CENG,1,43,2.3255813953488373
Denmark,2024,COMP,1,43,2.3255813953488373
Denmark,2024,ECON,1,43,2.3255813953488373
Denmark,2024,ENER,5,43,11.627906976744185
Denmark,2024,ENGI,5,43,11.627906976744185
Denmark,2024,ENVI,5,43,11.627906976744185
Denmark,2024,HEAL,4,43,9.30232558139535
Denmark,2024,MATH,5,43,11.627906976744185
Denmark,2024,MULT,1,43,2.3255813953488373
Denmark,2024,NEUR,4,43,9.30232558139535
Denmark,2024,NURS,2,43,4.651162790697675
Denmark,2024,PSYC,3,43,6.976744186046512
Denmark,2024,VETE,6,43,13.953488372093023
Ecuador,2024,ARTS,1,5,20.0
Ecuador,2024,MEDI,2,5,40.0
Ecuador,2024,MULT,1,5,20.0
Ecuador,2024,SOCI,1,5,20.0
Egypt,2024,AGRI,3,93,3.225806451612903
Egypt,2024,ARTS,1,93,1.0752688172043012
Egypt,2024,BIOC,7,93,7.526881720430108
Egypt,2024,CENG,1,93,1.0752688172043012
Egypt,2024,CHEM,1,93,1.0752688172043012
Egypt,2024,DENT,24,93,25.806451612903224
Egypt,2024,ENER,3,93,3.225806451612903
Egypt,2024,ENGI,3,93,3.225806451612903
Egypt,2024,ENVI,4,93,4.301075268817205
Egypt,2024,IMMU,7,93,7.526881720430108
Egypt,2024,MATE,2,93,2.1505376344086025
Egypt,2024,MATH,3,93,3.225806451612903
Egypt,2024,MEDI,5,93,5.376344086021505
Egypt,2024,MULT,3,93,3.225806451612903
Egypt,2024,NURS,7,93,7.526881720430108
Egypt,2024,PHAR,10,93,10.75268817204301
Egypt,2024,PHYS,1,93,1.0752688172043012
Egypt,2024,SOCI,1,93,1.0752688172043012
Egypt,2024,VETE,7,93,7.526881720430108
Estonia,2024,AGRI,1,6,16.666666666666664
Estonia,2024,BUSI,1,6,16.666666666666664
Estonia,2024,EART,2,6,33.33333333333333
Estonia,2024,ECON,1,6,16.666666666666664
Estonia,2024,SOCI,1,6,16.666666666666664
Ethiopia,2024,BIOC,1,16,6.25
Ethiopia,2024,DECI,2,16,12.5
Ethiopia,2024,EART,1,16,6.25
Ethiopia,2024,HEAL,2,16,12.5
Ethiopia,2024,MULT,5,16,31.25
Ethiopia,2024,NURS,3,16,18.75
Ethiopia,2024,VETE,2,16,12.5
Fiji,2024,AGRI,1,2,50.0
Fiji,2024,ENVI,1,2,50.0
Finland,2024,CENG,1,12,8.333333333333332
Finland,2024,ENER,1,12,8.333333333333332
Finland,2024,ENGI,1,12,8.333333333333332
Finland,2024,ENVI,1,12,8.333333333333332
Finland,2024,HEAL,2,12,16.666666666666664
Finland,2024,MATE,1,12,8.333333333333332
Finland,2024,MATH,1,12,8.333333333333332
Finland,2024,MULT,2,12,16.666666666666664
Finland,2024,NURS,1,12,8.333333333333332
Finland,2024,PHYS,1,12,8.333333333333332
France,2024,AGRI,4,122,3.278688524590164
France,2024,ARTS,2,122,1.639344262295082
France,2024,BUSI,12,122,9.836065573770492
France,2024,CENG,1,122,0.819672131147541
France,2024,CHEM,4,122,3.278688524590164
France,2024,COMP,6,122,4.918032786885246
France,2024,DECI,7,122,5.737704918032787
France,2024,DENT,2,122,1.639344262295082
France,2024,EART,14,122,11.475409836065573
France,2024,ECON,3,122,2.459016393442623
France,2024,ENER,3,122,2.459016393442623
France,2024,ENGI,2,122,1.639344262295082
France,2024,ENVI,2,122,1.639344262295082
France,2024,HEAL,3,122,2.459016393442623
France,2024,IMMU,1,122,0.819672131147541
France,2024,MATE,5,122,4.098360655737705
France,2024,MATH,4,122,3.278688524590164
France,2024,MULT,7,122,5.737704918032787
France,2024,NEUR,11,122,9.01639344262295
France,2024,NURS,6,122,4.918032786885246
France,2024,PHAR,6,122,4.918032786885246
France,2024,PHYS,4,122,3.278688524590164
France,2024,SOCI,2,122,1.639344262295082
France,2024,VETE,11,122,9.01639344262295
Gabon,2024,NURS,1,1,100.0
Georgia,2024,NEUR,1,1,100.0
Germany,2024,ARTS,31,193,16.06217616580311
Germany,2024,BIOC,6,193,3.1088082901554404
Germany,2024,BUSI,1,193,0.5181347150259068
Germany,2024,CENG,4,193,2.072538860103627
Germany,2024,CHEM,3,193,1.5544041450777202
Germany,2024,COMP,5,193,2.5906735751295336
Germany,2024,DECI,7,193,3.6269430051813467
Germany,2024,DENT,11,193,5.699481865284974
Germany,2024,EART,10,193,5.181347150259067
Germany,2024,ECON,6,193,3.1088082901554404
Germany,2024,ENER,4,193,2.072538860103627
Germany,2024,ENGI,6,193,3.1088082901554404
Germany,2024,ENVI,4,193,2.072538860103627
Germany,2024,HEAL,13,193,6.7357512953367875
Germany,2024,MATH,4,193,2.072538860103627
Germany,2024,MEDI,1,193,0.5181347150259068
Germany,2024,MULT,10,193,5.181347150259067
Germany,2024,NEUR,9,193,4.66321243523316
Germany,2024,NURS,6,193,3.1088082901554404
Germany,2024,PHAR,5,193,2.5906735751295336
Germany,2024,PHYS,2,193,1.0362694300518136
Germany,2024,PSYC,8,193,4.145077720207254
Germany,2024,SOCI,31,193,16.06217616580311
Germany,2024,VETE,6,193,3.1088082901554404
Ghana,2024,BUSI,1,18,5.555555555555555
Ghana,2024,ENER,2,18,11.11111111111111
Ghana,2024,ENGI,2,18,11.11111111111111
Ghana,2024,ENVI,1,18,5.555555555555555
Ghana,2024,MATH,2,18,11.11111111111111
Ghana,2024,MEDI,1,18,5.555555555555555
Ghana,2024,NEUR,1,18,5.555555555555555
Ghana,2024,NURS,2,18,11.11111111111111
Ghana,2024,PHYS,1,18,5.555555555555555
Ghana,2024,VETE,5,18,27.77777777777778
Greece,2024,AGRI,1,14,7.142857142857142
Greece,2024,BIOC,2,14,14.285714285714285
Greece,2024,DECI,1,14,7.142857142857142
Greece,2024,ECON,1,14,7.142857142857142
Greece,2024,ENGI,1,14,7.142857142857142
Greece,2024,MULT,1,14,7.142857142857142
Greece,2024,PHYS,2,14,14.285714285714285
Greece,2024,SOCI,3,14,21.428571428571427
Greece,2024,VETE,2,14,14.285714285714285
Guinea,2024,EART,1,1,100.0
Guyana,2024,DENT,1,1,100.0
Hong Kong,2024,CENG,1,38,2.631578947368421
Hong Kong,2024,COMP,6,38,15.789473684210526
Hong Kong,2024,DECI,1,38,2.631578947368421
Hong Kong,2024,DENT,6,38,15.789473684210526
Hong Kong,2024,EART,2,38,5.263157894736842
Hong Kong,2024,ECON,1,38,2.631578947368421
Hong Kong,2024,ENER,2,38,5.263157894736842
Hong Kong,2024,ENGI,2,38,5.263157894736842
Hong Kong,2024,ENVI,2,38,5.263157894736842
Hong Kong,2024,HEAL,4,38,10.526315789473683
Hong Kong,2024,MATE,3,38,7.894736842105263
Hong Kong,2024,MATH,3,38,7.894736842105263
Hong Kong,2024,MULT,1,38,2.631578947368421
Hong Kong,2024,NURS,1,38,2.631578947368421
Hong Kong,2024,SOCI,1,38,2.631578947368421
Hong Kong,2024,VETE,2,38,5.263157894736842
Hungary,2024,DENT,4,11,36.36363636363637
Hungary,2024,EART,1,11,9.090909090909092
Hungary,2024,ECON,1,11,9.090909090909092
Hungary,2024,HEAL,1,11,9.090909090909092
Hungary,2024,MULT,1,11,9.090909090909092
Hungary,2024,PHAR,2,11,18.181818181818183
Hungary,2024,VETE,1,11,9.090909090909092
Iceland,2024,BUSI,2,7,28.57142857142857
Iceland,2024,CENG,1,7,14.285714285714285
Iceland,2024,COMP,1,7,14.285714285714285
Iceland,2024,EART,1,7,14.285714285714285
Iceland,2024,NURS,1,7,14.285714285714285
Iceland,2024,PHAR,1,7,14.285714285714285
India,2024,AGRI,13,302,4.304635761589404
India,2024,ARTS,3,302,0.9933774834437087
India,2024,BIOC,50,302,16.55629139072848
India,2024,BUSI,8,302,2.6490066225165565
India,2024,CENG,10,302,3.3112582781456954
India,2024,CHEM,11,302,3.642384105960265
India,2024,COMP,13,302,4.304635761589404
India,2024,DECI,19,302,6.291390728476822
India,2024,DENT,13,302,4.304635761589404
India,2024,EART,5,302,1.6556291390728477
India,2024,ECON,14,302,4.635761589403973
India,2024,ENER,7,302,2.3178807947019866
India,2024,ENGI,7,302,2.3178807947019866
India,2024,ENVI,8,302,2.6490066225165565
India,2024,HEAL,8,302,2.6490066225165565
India,2024,IMMU,8,302,2.6490066225165565
India,2024,MATE,16,302,5.298013245033113
India,2024,MATH,11,302,3.642384105960265
India,2024,MEDI,9,302,2.980132450331126
India,2024,MULT,9,302,2.980132450331126
India,2024,NEUR,10,302,3.3112582781456954
India,2024,NURS,1,302,0.33112582781456956
India,2024,PHAR,17,302,5.629139072847682
India,2024,PHYS,22,302,7.28476821192053
India,2024,PSYC,2,302,0.6622516556291391
India,2024,SOCI,3,302,0.9933774834437087
India,2024,VETE,5,302,1.6556291390728477
Indonesia,2024,AGRI,8,64,12.5
Indonesia,2024,ARTS,2,64,3.125
Indonesia,2024,BIOC,5,64,7.8125
Indonesia,2024,CENG,2,64,3.125
Indonesia,2024,ECON,18,64,28.125
Indonesia,2024,ENVI,1,64,1.5625
Indonesia,2024,HEAL,11,64,17.1875
Indonesia,2024,MEDI,3,64,4.6875
Indonesia,2024,MULT,6,64,9.375
Indonesia,2024,NEUR,1,64,1.5625
Indonesia,2024,NURS,1,64,1.5625
Indonesia,2024,PHAR,2,64,3.125
Indonesia,2024,PHYS,1,64,1.5625
Indonesia,2024,SOCI,3,64,4.6875
Iran,2024,AGRI,14,148,9.45945945945946
Iran,2024,BIOC,10,148,6.756756756756757
Iran,2024,BUSI,1,148,0.6756756756756757
Iran,2024,CENG,1,148,0.6756756756756757
Iran,2024,CHEM,9,148,6.081081081081082
Iran,2024,COMP,1,148,0.6756756756756757
Iran,2024,DECI,2,148,1.3513513513513513
Iran,2024,DENT,17,148,11.486486486486488
Iran,2024,EART,4,148,2.7027027027027026
Iran,2024,ECON,2,148,1.3513513513513513
Iran,2024,ENER,10,148,6.756756756756757
Iran,2024,ENGI,10,148,6.756756756756757
Iran,2024,ENVI,11,148,7.4324324324324325
Iran,2024,HEAL,2,148,1.3513513513513513
Iran,2024,IMMU,2,148,1.3513513513513513
Iran,2024,MATE,3,148,2.027027027027027
Iran,2024,MATH,10,148,6.756756756756757
Iran,2024,MEDI,5,148,3.3783783783783785
Iran,2024,MULT,10,148,6.756756756756757
Iran,2024,NEUR,4,148,2.7027027027027026
Iran,2024,NURS,7,148,4.72972972972973
Iran,2024,PHAR,4,148,2.7027027027027026
Iran,2024,PHYS,5,148,3.3783783783783785
Iran,2024,PSYC,3,148,2.027027027027027
Iran,2024,VETE,1,148,0.6756756756756757
Iraq,2024,ARTS,2,23,8.695652173913043
Iraq,2024,CENG,1,23,4.3478260869565215
Iraq,2024,DENT,1,23,4.3478260869565215
Iraq,2024,ECON,2,23,8.695652173913043
Iraq,2024,HEAL,2,23,8.695652173913043
Iraq,2024,IMMU,3,23,13.043478260869565
Iraq,2024,MATE,1,23,4.3478260869565215
Iraq,2024,MEDI,3,23,13.043478260869565
Iraq,2024,MULT,1,23,4.3478260869565215
Iraq,2024,NEUR,1,23,4.3478260869565215
Iraq,2024,PHAR,4,23,17.391304347826086
Iraq,2024,PHYS,1,23,4.3478260869565215
Iraq,2024,SOCI,1,23,4.3478260869565215
Ireland,2024,ARTS,1,29,3.4482758620689653
Ireland,2024,BUSI,4,29,13.793103448275861
Ireland,2024,COMP,1,29,3.4482758620689653
Ireland,2024,DECI,1,29,3.4482758620689653
Ireland,2024,DENT,1,29,3.4482758620689653
Ireland,2024,EART,3,29,10.344827586206897
Ireland,2024,ECON,3,29,10.344827586206897
Ireland,2024,HEAL,3,29,10.344827586206897
Ireland,2024,MEDI,1,29,3.4482758620689653
Ireland,2024,MULT,1,29,3.4482758620689653
Ireland,2024,NURS,2,29,6.896551724137931
Ireland,2024,PHAR,3,29,10.344827586206897
Ireland,2024,PSYC,1,29,3.4482758620689653
Ireland,2024,SOCI,4,29,13.793103448275861
Israel,2024,ARTS,8,37,21.62162162162162
Israel,2024,BIOC,1,37,2.7027027027027026
Israel,2024,CENG,1,37,2.7027027027027026
Israel,2024,CHEM,1,37,2.7027027027027026
Israel,2024,COMP,2,37,5.405405405405405
Israel,2024,EART,1,37,2.7027027027027026
Israel,2024,ECON,1,37,2.7027027027027026
Israel,2024,MATE,1,37,2.7027027027027026
Israel,2024,MATH,1,37,2.7027027027027026
Israel,2024,MEDI,1,37,2.7027027027027026
Israel,2024,MULT,4,37,10.81081081081081
Israel,2024,NEUR,3,37,8.108108108108109
Israel,2024,NURS,2,37,5.405405405405405
Israel,2024,PHYS,1,37,2.7027027027027026
Israel,2024,SOCI,7,37,18.91891891891892
Israel,2024,VETE,2,37,5.405405405405405
Italy,2024,AGRI,4,123,3.2520325203252036
Italy,2024,ARTS,1,123,0.8130081300813009
Italy,2024,BIOC,8,123,6.504065040650407
Italy,2024,BUSI,1,123,0.8130081300813009
Italy,2024,CENG,3,123,2.4390243902439024
Italy,2024,CHEM,3,123,2.4390243902439024
Italy,2024,COMP,4,123,3.2520325203252036
Italy,2024,DECI,3,123,2.4390243902439024
Italy,2024,DENT,10,123,8.130081300813007
Italy,2024,EART,9,123,7.317073170731707
Italy,2024,ECON,6,123,4.878048780487805
Italy,2024,ENER,2,123,1.6260162601626018
Italy,2024,ENGI,2,123,1.6260162601626018
Italy,2024,ENVI,1,123,0.8130081300813009
Italy,2024,HEAL,2,123,1.6260162601626018
Italy,2024,IMMU,4,123,3.2520325203252036
Italy,2024,MATE,2,123,1.6260162601626018
Italy,2024,MATH,1,123,0.8130081300813009
Italy,2024,MEDI,6,123,4.878048780487805
Italy,2024,MULT,12,123,9.75609756097561
Italy,2024,NEUR,5,123,4.0650406504065035
Italy,2024,NURS,4,123,3.2520325203252036
Italy,2024,PHAR,8,123,6.504065040650407
Italy,2024,PHYS,5,123,4.0650406504065035
Italy,2024,PSYC,8,123,6.504065040650407
Italy,2024,SOCI,2,123,1.6260162601626018
Italy,2024,VETE,7,123,5.691056910569105
Japan,2024,AGRI,6,137,4.37956204379562
Japan,2024,BIOC,26,137,18.97810218978102
Japan,2024,BUSI,1,137,0.7299270072992701
Japan,2024,CENG,3,137,2.18978102189781
Japan,2024,CHEM,4,137,2.9197080291970803
Japan,2024,COMP,4,137,2.9197080291970803
Japan,2024,DECI,3,137,2.18978102189781
Japan,2024,DENT,6,137,4.37956204379562
Japan,2024,EART,7,137,5.109489051094891
Japan,2024,ECON,2,137,1.4598540145985401
Japan,2024,ENER,3,137,2.18978102189781
Japan,2024,ENGI,3,137,2.18978102189781
Japan,2024,ENVI,6,137,4.37956204379562
Japan,2024,HEAL,9,137,6.569343065693431
Japan,2024,IMMU,2,137,1.4598540145985401
Japan,2024,MATE,3,137,2.18978102189781
Japan,2024,MATH,3,137,2.18978102189781
Japan,2024,MEDI,3,137,2.18978102189781
Japan,2024,MULT,7,137,5.109489051094891
Japan,2024,NEUR,6,137,4.37956204379562
Japan,2024,NURS,12,137,8.75912408759124
Japan,2024,PHAR,3,137,2.18978102189781
Japan,2024,PHYS,5,137,3.64963503649635
Japan,2024,PSYC,7,137,5.109489051094891
Japan,2024,VETE,3,137,2.18978102189781
Jordan,2024,ENER,3,15,20.0
Jordan,2024,ENGI,3,15,20.0
Jordan,2024,ENVI,3,15,20.0
Jordan,2024,MATH,3,15,20.0
Jordan,2024,NURS,2,15,13.333333333333334
Jordan,2024,PHAR,1,15,6.666666666666667
Kazakhstan,2024,AGRI,1,1,100.0
Kenya,2024,MULT,1,2,50.0
Kenya,2024,VETE,1,2,50.0
Laos,2024,EART,1,1,100.0
Lebanon,2024,DENT,1,5,20.0
Lebanon,2024,EART,1,5,20.0
Lebanon,2024,ECON,1,5,20.0
Lebanon,2024,MATH,1,5,20.0
Lebanon,2024,MULT,1,5,20.0
Lithuania,2024,PHYS,1,1,100.0
Luxembourg,2024,NEUR,2,2,100.0
Macao,2024,MULT,2,2,100.0
Madagascar,2024,VETE,1,1,100.0
Malaysia,2024,AGRI,3,61,4.918032786885246
Malaysia,2024,ARTS,1,61,1.639344262295082
Malaysia,2024,BIOC,4,61,6.557377049180328
Malaysia,2024,BUSI,1,61,1.639344262295082
Malaysia,2024,CENG,3,61,4.918032786885246
Malaysia,2024,CHEM,2,61,3.278688524590164
Malaysia,2024,COMP,3,61,4.918032786885246
Malaysia,2024,DECI,1,61,1.639344262295082
Malaysia,2024,DENT,1,61,1.639344262295082
Malaysia,2024,EART,1,61,1.639344262295082
Malaysia,2024,ECON,3,61,4.918032786885246
Malaysia,2024,ENER,5,61,8.19672131147541
Malaysia,2024,ENGI,5,61,8.19672131147541
Malaysia,2024,ENVI,6,61,9.836065573770492
Malaysia,2024,HEAL,5,61,8.19672131147541
Malaysia,2024,MATE,1,61,1.639344262295082
Malaysia,2024,MATH,5,61,8.19672131147541
Malaysia,2024,MEDI,1,61,1.639344262295082
Malaysia,2024,MULT,2,61,3.278688524590164
Malaysia,2024,NEUR,2,61,3.278688524590164
Malaysia,2024,NURS,1,61,1.639344262295082
Malaysia,2024,PHYS,1,61,1.639344262295082
Malaysia,2024,SOCI,1,61,1.639344262295082
Malaysia,2024,VETE,3,61,4.918032786885246
Malta,2024,COMP,1,2,50.0
Malta,2024,SOCI,1,2,50.0
Mexico,2024,AGRI,4,26,15.384615384615385
Mexico,2024,BIOC,1,26,3.8461538461538463
Mexico,2024,BUSI,1,26,3.8461538461538463
Mexico,2024,CENG,2,26,7.6923076923076925
Mexico,2024,COMP,1,26,3.8461538461538463
